FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,earth,fence,fountain,grass,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,streetlight,tree,van,wall,water,windowpane
0,47.652729,-122.349251,6.938049324,1,5.42023524,5.555714085,5.403622835,5.367063492,0,0,0,0,0,0.024965,0,0.035195,0,0,0,0.000719,0,0,0.000344,0,0,5.10E-05,0,0,0.09525,0,0.433305,0,0,0,0.150422,0,0,0.25975,0,0,0,0
1,47.652728,-122.348851,7.727340188,1,7.121731187,6.2223573,5.735011095,5.542615597,0,0,0,0,0,0.057391,0,0.101164,0,0,0,0.002418,0.007488,0,0.045531,0,0,0,0,0,0.045512,0,0.211852,0,0,0,0.167914,0,0,0.297848,0.024094,0.000637,0,0
10,47.614094,-122.318141,6.818587662,1,6.574169236,6.080008628,5.201319737,5.552967564,0.00309,0,0,0,0,0.315961,0,0.00975,0,0,0,0,0,0,0,0,0,0,0.004965,0,0,0,0.353383,0,0.066918,0.003203,0.10798,0,0,0.133203,0,0.001547,0,0
100,47.65004,-122.347428,3.80383833,2,3.715884435,2.387754111,4.894316999,3.578545549,0,0,0,0,0,0.039043,0,0.03409,0,0,0,0.026742,0.058582,0,0,0,0,0,0,0,0,0.030293,0.289,0,0,0,0.468969,0,0,0.011773,0,0.040062,0,0
1000,47.617606,-122.308033,8.392734607,1,7.865136462,6.886891576,7.202560694,6.763716356,0,0,0,0,0,0.142363,0,0.079207,0,0,0,0.018035,0,0,0.018457,0,0,0,0,0,0.061137,0,0.225434,0,0.035637,0.003305,0.015609,0,0,0.395195,0,0,0,0
1001,47.617605,-122.307633,7.250292415,1,6.355487039,5.750665334,5.346286763,5.042486197,0,0,0,0,0,0.017238,0,0.021652,0,0,0,0,0,0,0.104312,0,0,0,0,0,0.094711,0,0.245695,0,0.000527,0.001223,0.204543,0,0.00134,0.270438,0,0.002207,0.002008,0
1002,47.577856,-122.30801,8.614436901,1,4.895512162,4.297534374,5.519631958,4.539121808,0.000152,0,0.002156,0,0,0.019898,0,0.00268,0,0,0,0.171461,0.002223,0,0.012621,0,0,0,0,0,0.00016,0,0.258891,0,0,0,0.316867,0,0,0.18066,0,0.014234,0,0
1003,47.577856,-122.30761,9.257366143,1,5.064519813,5.919731307,4.555625471,4.645876467,0,0,0,0,0,0.0175,0,2.00E-05,0,0,0,0.167492,0.000117,0,0.032363,0,0,0.000129,0.000336,0,0,0,0.064789,0,0.012797,0,0.307734,0,0,0.202969,0,0.040566,0,0
1004,47.577856,-122.30721,4.289408378,1,4.315404819,4.068240887,4.164211076,4.948887164,0,0,0,0,0,0.114867,0,0,0,0,0,0.060676,0.000457,0,0.150938,0,0,0.006887,0,0,0.049648,0,0.225688,0,0,0.000727,0.360953,0,3.10E-05,0.01977,0,0,0,0
1005,47.577855,-122.30681,4.476559141,1,3.295649195,3.667765746,4.911386097,4.6355245,0,0,0,0,0,0.053559,0,0.015684,0,0,0,0.16293,0,0,0,0,0,0,0,0,0.00102,0,0.293699,0,0,0.000527,0.406023,0,0,0.066547,0,1.20E-05,0,0
1006,47.641731,-122.305517,4.836420753,1,4.845837616,4.683807057,6.563297758,5.193021049,0,0,0,0,0,0.055906,0,0.001613,0,0,0,0,0,0,0.155848,0,0,0.001418,0,0,0.003672,0,0.275051,0,0.008977,0.022586,0.312027,0,0,0.162902,0,0,0,0
1007,47.64173,-122.305117,8.908988375,1,6.742034943,6.146066122,4.733685939,5.38431677,0,0,0,0,0,0.003969,0,0.036988,0,0,0,0.105516,0,0,0,0,0,0,0,0,0,0,0.232703,0,0.000125,0,0.209254,0,0,0.411445,0,0,0,0
1008,47.647284,-122.338742,8.030017213,1,5.933538883,6.07203947,6.450062046,6.223257419,0,0,0,0,0,0.17557,0,0,0,0,0,0.043645,0,0,0,0,0,0,0,0,0.007461,0,0.197453,0,0.144414,0,0.105422,0,0,0.293148,0,0,0,0
1009,47.647119,-122.338377,5.084469855,1,3.188306498,4.147573508,4.530514215,4.963336784,0,0,0,0,0.000609,0.136859,0,0.008172,0,0,0,0.011238,0,0,0.004184,0,0,0,0,0,0.027379,0,0.383535,0,0.01443,0,0.327617,0,0.000215,0.060465,0,0.025297,0,0
101,47.603484,-122.332062,6.384273695,1,5.881009478,4.978432903,5.331357946,5.709325397,0,0,0,0,0,0.308801,0,0,0,0,0,0,0.007746,0,0,0,0,0,0.010609,0,0,0,0.351078,0,0.05207,0,0.172188,0,0.011691,0.072301,0,0.013516,0,0
1010,47.646917,-122.338063,3.589484231,2,2.980472764,3.351541257,5.073726708,3.618012422,0,0,0,0,0,0.023973,0,0.03327,0,0,0,0.01927,0.000566,0,0.00282,0,0,0,0,0,0.008773,0,0.398582,0,0.008758,0,0.425184,0,0.000262,0.067727,0,0,0,0
1011,47.611733,-122.341753,6.287956524,1,5.039968026,4.690499883,5.301598354,5.692287785,0,0,0,0,0,0.407742,0,0.013242,0,0,0,0,0.004703,0,0,0,0,0,0.000367,0,0,0,0.424047,0,0.00384,0,0.144809,0,0,0,0,0,0,0
1012,47.611978,-122.341436,6.031693359,1,3.569715656,4.314890895,4.429818189,5.119263285,0,0,0,0,0,0.272992,0,0.149457,0,0,0,0,0.002141,0,0,0,0,0,0,0,0,0,0.298395,0,0.001883,0.00041,0.229121,0.017918,0.002164,0,0,0.025438,0,0
1013,47.612222,-122.34112,5.83125512,1,4.840127898,4.592817365,5.710318857,5.343555901,0,0,0,0,0,0.359309,0,0.005664,0,0,0,0,0.000781,0,0,0,0,0,7.00E-05,0,0,0,0.35209,0,0.073254,0.004402,0.186254,0.007539,0.001207,0.00666,0,0,0,0
1014,47.644309,-122.370191,8.562657964,1,7.745803357,6.514901499,5.339831676,6.104425466,0.002027,0,0,0,0,0.034668,0,0.012875,0,0,0,0.067676,0.000766,0,0,0,0,0,0,0,0.009836,0,0.325105,0,0.011453,0.002438,0.127516,0,4.00E-06,0.403152,0,0,0,0
1015,47.644308,-122.370591,6.998553554,1,6.19047619,5.420866149,6.943323075,5.418823326,0,0,0,0,0,0.096496,0,0,0,0,0,0.019852,0,0,0.00059,0,0,0,0,0,0.086625,0,0.161176,0,0.133117,0.005105,0.148074,0,0,0.161566,0,0.003637,0,0
1016,47.629592,-122.361813,7.318651013,1,6.789425602,5.848192815,4.995563876,5.361671843,0,0,0,0,0,0.001754,0,0.002203,0,0,0,0.003848,0,0,0.021551,0,0,0,0,0,0.060176,0,0.36666,0,0.03498,0.000926,0.156938,0,0,0.305023,0,0.006902,0,0
1017,47.629992,-122.36181,4.293779255,1,4.667694416,3.648039679,6.062827732,3.722826087,0.001727,0,0,0,0,0.01193,0,0.009359,0,0,0,0.001672,0,0,0.083879,0,0,0,0,0,0.028445,0,0.353047,0,0,0,0.266375,0,0,0.119383,0,0,0,0
1018,47.630392,-122.361807,6.772329354,1,5.325453922,5.060961881,7.580888022,5.396825397,0.000895,0,0,0,0,0.107641,0,0.001711,0,0,0,0,0,0,0.045797,0,0,0,0,0,0.113863,0,0.252609,0,0.024734,0,0.244293,0,0,0.185473,0,0.020207,0,0
1019,47.64692,-122.319587,5.766072467,1,5.593239694,4.113844937,6.134551131,4.902087647,0,0,0,0,0,0.076371,0,0.062953,0,0,0,0.026777,0.00477,0,0,0,0,0,0,0,0.073684,0,0.294895,0,0.004055,0.00875,0.317164,0,0,0.090238,0,0.000195,0.005816,0
102,47.603638,-122.331693,6.431887671,1,5.390544707,5.227553511,4.495050034,5.170591787,0,0,0,0,0,0.229887,0,0.074297,0,0.001195,0,0,0.03173,0,0,0,0,0,0.000574,0,0,0,0.310234,0,0.027891,0,0.208883,0.067609,0.000309,0.040188,0.006938,0.000215,0,0
1020,47.646919,-122.319187,3.906118744,1,4.413611968,4.789833825,5.568782976,4.960533126,0,0,0,0,0.023,0.052602,0,0.004668,0,0,0,0.063594,0,0,1.20E-05,0,0,0,0,0,0.164066,0,0.058852,0,0.231457,0.00243,0.35232,0,0.000695,0.043922,0,0.000855,0,0
1021,47.646919,-122.318787,4.828940449,1,5.058239123,3.532348214,6.154561237,4.420074189,0,0,0,0,0,0.013684,0,0,0,0,0,0.005945,0.011109,0,9.80E-05,0,0,0,0.000621,0,0.137176,0,0.353645,0,0.012379,0,0.314074,0,0.000996,0.140707,0,0.004598,0,0
1022,47.646919,-122.318387,4.325560456,1,4.289711088,3.695916407,4.666516347,4.405840235,0,0,0,0,0,0.062742,0,0.008047,0,0,0,0.000605,9.00E-05,0,0.029406,0,0,0,0.000117,0,0.001688,0,0.33625,0,0.058387,0.002402,0.38818,0,0.000285,0.100629,0,0.005531,0,0
1023,47.606206,-122.318111,7.736395617,1,5.902135434,5.760002736,7.049040227,6.247627674,0,0,0,0,0,0.087617,0,0.010598,0,0,0,0,0,0,0.043504,0,0,0,0,0,0.02668,0,0.236668,0,0.113855,0.01909,0.144738,0,0,0.279191,0,0.001703,0,0
10230,47.652755,-122.308865,7.797789825,1,7.062921092,5.722003822,5.584564686,6.23447205,0,0,0,0,0.001945,0.057242,0,0.005176,0,0,0,0.000738,0.020434,0,0.000637,0,0,0,0,0,0.082363,0.004793,0.259867,0,0,0.001762,0.136164,0,0.001648,0.325027,0,0.06643,0,0
1024,47.606205,-122.317711,7.99724902,1,6.57531118,5.658233481,6.426397123,5.858997585,0,0,0,0,0,0.075637,0,0.006238,0,0,0,0.020852,0.025848,0,0.026027,0,0,0,0,0,0.009816,0,0.273586,0,0.073957,0.000574,0.151332,0,0,0.291395,0,0.044738,0,0
1025,47.606204,-122.317311,6.585606528,1,6.297818888,5.335150488,6.622899746,5.930383023,0,0,0,0,0,0.073402,0,0.03459,0,0,0,0,0.003758,0,7.00E-05,0,0,0,0,0,0,0,0.237652,0,8.00E-06,0.003438,0.177629,0,0,0.231852,0.077398,0.001508,0,0.012348
1026,47.606203,-122.316911,4.367636057,1,4.824711659,4.779194959,4.625344134,4.951259489,0,0,0,0,0,0.072859,0,0.029012,0,0,0,0,0.012789,0,0.026145,0,0,0,0.001324,0,0.019629,0,0.25902,0,0.053238,0,0.355617,0,0.005652,0.022434,0.065211,0.014438,0,0
10263,47.627996,-122.355004,8.163792782,1,7.282745232,6.868831911,6.059134805,6.621376812,0,0,0,0,0,0.124453,0,0.105641,0,0,0,0.013414,0,0,0.215578,0,0,0,0,0,0.002766,0,0.127266,0,0.037328,0,0.002445,0,0,0.37102,0,9.00E-05,0,0
1027,47.598784,-122.319641,5.677128029,1,4.709375357,4.987101316,5.358736252,5.848429952,0,0,0,0,0,0.408203,0,0.013918,0,0,0,0,0.016859,0,0,0,0,0,0,0,0,0,0.34032,0,0.043301,0.001012,0.173703,0,1.20E-05,0.001523,0,0,0,0
1028,47.598384,-122.319643,5.024408216,1,3.083247687,3.742278557,4.24606425,5.01660628,0,0,0,0,0,0.278668,0,0.016234,0,0,0,0.00043,0.031777,0,0.002496,0,0,0,0,0,0.011504,0.00159,0.330895,0,0.055234,0.001449,0.254773,0,0.004582,0.004164,0,9.00E-05,0,0
1029,47.655384,-122.343564,4.436388231,1,4.289711088,4.317189568,5.175105009,4.566080055,0,0,0,0,0,0.036215,0,0.038488,0,0,0,0,0,0,0.051078,0,0,0,0,0,0.027312,0,0.34309,0,0.01241,0.009152,0.359809,0,0.000137,0.10502,0,0,0,0
103,47.603793,-122.331324,6.784897253,1,4.736782003,4.707960692,6.480822016,5.677622498,0,0,0,0,0,0.069699,0,0.111238,0,0,0,0,0.046199,0,0,0,0,0,0.000645,0,0,0,0.331035,0,0.006738,0,0.16141,0.119605,0.00068,0.152566,0,0.000184,0,0
1030,47.655784,-122.343561,7.347284634,1,5.907274181,4.901475351,5.370910809,6.163517943,0.00173,0,0,0,0,0.139293,0,0.220531,0,0,0,0,0,0,0,0,0,0,0,0,0.0365,0,0.204031,0,0,0,0.245891,0,0.000469,0.141051,0,0,0,0
1031,47.656184,-122.343559,6.291693825,1,5.048532603,4.898995597,5.84825122,5.182453416,0,0,0,0,0,0.007512,0,0.112328,0,0,0,0.006578,0.001188,0,0.00368,0,0,0,0,0,0.066641,0,0.284695,0,0,0,0.305512,0,0,0.197828,0,0.000312,0,0
1032,47.653163,-122.339333,7.714896234,1,6.139659701,5.496396812,6.443845676,5.344202899,0,0,0,0,0,0.052203,0,0.012418,0,0,0,0.014383,0.019887,0,0,0,0,0,0,0,0.099629,0,0.249797,0,0.022207,0.000492,0.265523,0,0,0.245988,0,0.002918,0,0
1033,47.653161,-122.338933,8.098786953,1,7.433481786,6.19155515,6.385005136,6.414984472,0.002199,0,0,0,0,0.154246,0,0.053922,0,0,0,0.141441,0.00307,0,0.012828,0,0,0,0,0,0.042008,0,0.200816,0,0.00577,0,0.044289,0,0,0.336652,0,0,0,0
1034,47.586916,-122.306961,9.381843457,1,6.427429485,5.52980548,5.305371606,5.321989303,0,0,0,0,0,0.033172,0,0,0,0,0,0.176191,0,0,0.013633,0,0,0,0,0,0.007492,0,0.242016,0,0.000125,0.002008,0.212309,0,0,0.292598,0,0,0,0
1035,47.586914,-122.306561,4.540380329,1,3.838643371,3.566145564,5.051842567,4.986197377,0,0,0,0,0,0.084641,0,0.009719,0,0,0,0.044984,0.047195,0,0.017871,0,0,0.001738,0,0,0.002156,0,0.347648,0,0,0,0.351973,0,0.004043,0.081262,0.000238,0.004297,0,0
1036,47.645205,-122.37204,4.852022263,1,5.110197556,4.268381924,5.925909709,4.433876811,0,0,0,0,0,0.069492,0,0.003781,0,0,0,0.001703,0.047133,0,0,0,0,0,0,0,0.015824,0,0.394609,0,0.001207,0,0.309547,0,0,0.155848,0,0.000855,0,0
1037,47.645134,-122.372427,4.19127352,1,4.289711088,3.623823037,5.170641961,4.420936853,0,0,0,0,0,0.039648,0,0.005707,0,0,0,0.000527,0,0,0.030379,0,0,0,0,0,0.095098,0,0.369754,0,0.001539,0,0.349336,0,0,0.107957,0,5.50E-05,0,0
1038,47.635919,-122.341481,5.067903239,1,3.503482928,3.646733015,4.829691319,4.943495514,0,0,0,0,0,0.30123,0,0.008148,0,0,0,0.079898,0,0,0.000211,0,0,0,0,0,0.068516,0,0.23975,0,0.003492,0,0.253742,0,0,0.0365,0,0.007797,0,0
1039,47.636319,-122.341471,5.020516626,1,5.128468654,5.30451618,4.489784094,5.527087647,0,0,0,0,0,0.02416,0,0.183105,0,0,0,0,0.000215,0,0.000234,0,0,0,0,0,0.176191,0,0.088973,0,0.046766,0,0.313453,0,0,0.032055,0.029945,0,0,0
104,47.603947,-122.330955,6.736089786,1,6.97327852,5.694140825,5.721553497,5.515441684,0.001945,0,0,0,0,0.333035,0,0.036207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409918,0,0.020672,0.003531,0.065203,0.000875,0.004574,0.122,0,0.000445,0,0
1040,47.641855,-122.355558,9.133088009,1,5.207262761,5.571274432,6.759946268,5.846273292,0,0,0,0,0,0.055066,0,0.03159,0,0,0,0.127559,0.014164,0,0.001844,0,0,0,0,0,0.03675,0,0.12873,0,0.041848,0,0.246082,0,0,0.207184,0,0.027387,0,0
1041,47.642255,-122.355556,8.834902576,1,6.374329108,5.90266371,5.682869061,5.815217391,0,0,0,0,0,0.011359,0,0.085418,0,0,0,0.087359,0,0,0.000887,0,0,0.00457,0.000758,0,0.037898,0,0.222594,0,0.016469,0,0.226512,0,0,0.292707,0,0,0,0
1042,47.642655,-122.355553,7.612331107,1,5.914696814,5.135054083,6.621318182,5.808531746,0,0,0,0,0,0.071434,0,0.154625,0,0,0,0.121234,0,0,0,0,0,0,0,0,0.048738,0,0.162707,0,0.000277,0.000543,0.276457,0,0.000273,0.163648,0,0,0,0
1043,47.643055,-122.35555,8.810180463,1,5.152449469,4.885410976,6.412192533,4.753709455,0,0,0,0,0,0.018227,0,0.03532,0,0,0,0.11402,0.000434,0,0.00641,0,6.60E-05,0,0,0,0.05368,0,0.223688,0,0.042238,0.000297,0.284141,0,0.000164,0.190953,0,8.00E-06,0,0
1044,47.658935,-122.32299,3.945957362,1,3.295649195,3.856668272,5.171751098,4.733652519,0,0,0,0,0,0.043051,0,0.02166,0,0,0,1.20E-05,0.004836,0,0.08309,0,0,0.000645,0,0,0.023059,0,0.348656,0,0.000133,0.006465,0.386355,0,0.000145,0.058691,0,0,0,0
1045,47.585508,-122.306845,4.423092359,1,4.137261619,3.63472673,4.868736735,4.096143892,0,0,0,0,0,0.038176,0,0.01268,0,0,0,0.060426,0,0,0.169406,0,0,0,0,0,0.002422,0,0.252215,0,0,0,0.346086,0,0,0.095047,0,0.003969,0,0
1046,47.585108,-122.306849,4.172916136,1,3.801530204,3.783605041,4.629947249,4.491459627,0,0,0,0,0,0.079895,0,0.030023,0,0,0,0.098863,0.030934,0,0,0,0,0,0,0,0.000547,0,0.328941,0,0,0,0.366285,0,0,0.032234,0,0,0,0
1047,47.584709,-122.306853,3.798836922,1,3.295649195,3.047647048,5.182050485,4.031659765,0,0,0,0,0,0.03334,0,0.00718,0,0,0,0,0,0,0.03309,0,0,0,0,0,0.012266,0,0.334094,0,0,0,0.388594,0,0.000215,0.051562,0,0.005652,0,0.001641
1048,47.636556,-122.348339,8.032130047,1,7.212515702,6.217401751,4.74795205,5.906012767,0,0,0,0,0,0.000262,0,0.007961,0,0,0,0,0,0,0.001086,0,0,0,0,0,0,0,0.428773,0,0.011004,0.002891,0.119551,0,0,0.408277,0,0.017305,0,0
1049,47.636555,-122.347939,9.013419598,1,7.487724106,6.984324942,6.361852115,6.608221187,0,0,0,0,0,0.011375,0,0.003055,0,0,0,0.341609,0.000551,0,0.004465,0,0,0,0,0,0.040316,0,0.000301,0,0.006672,0,0,0,0,0.520402,0,0.065148,0,0
105,47.650489,-122.333885,4.118486316,1,3.696471394,3.151639807,4.596614473,4.047187716,0,0,0,0,0,0.022664,0,0.013562,0,0,0,0.002543,0,0,0.015633,0,0,0,0,0,0.053617,0,0.375402,0,0.012738,0,0.372527,0,4.30E-05,0.119066,0,0.003043,0,0
1050,47.636555,-122.347539,9.291102802,1,6.949868676,6.023611924,5.313214173,5.584886128,0,0,0,0,0,0.020375,0,0,0,0,0,0.224074,0.000234,0,0,0,0,0,0,0,0.005137,0,0.164238,0,0,0.010617,0.167824,0,0,0.312871,0,0.094629,0,0
1051,47.636554,-122.347139,6.672846508,1,4.811579308,5.118270218,6.333620921,4.929692892,0,0,0,0,0,0.046223,0,0.001598,0,0,0,0.01875,0.007453,0,0,0,0,0,0,0,3.50E-05,0,0.347527,0,0.036703,0.007871,0.257383,0,0,0.22248,0,0.046438,0,0
1052,47.656,-122.314425,5.852679806,1,4.211487952,4.274906891,5.097614724,5.140829883,0,0,0,0,0,0.10843,0,0.051895,0,0,0,0,0.000641,0,0.02216,0,0,0,0.001605,0,0.00548,0,0.376684,0,0.029039,0,0.318758,0,9.00E-05,0.077,0,0,0,0
1053,47.655996,-122.314025,6.775954196,1,5.799931483,5.70827879,7.686654745,6.349853347,0,0,0,0,0,0.170684,0,0.092047,0,0,0,0,0.000621,0,0.144664,0,0,0,0,0,0,0,0.062445,0,0.150059,0.016016,0.197719,0,0.000852,0.142578,0,0,0,0
1054,47.655991,-122.313625,8.604289487,1,6.469681398,6.119393317,5.956657714,6.355891995,0,0,0,0,0,0.039445,0,0.023668,0,0,0,0.126473,0.002965,0,0,0,0,0,0.00216,0,0.003039,0,0.184633,0,0.070227,0,0.13643,0,0,0.311566,0.012148,0.008844,0,0
1055,47.63233,-122.36505,7.310995234,1,6.698070115,5.453397515,5.329438746,5.322204969,0,0,0,0,0,0.29375,0,0.080941,0,0,0,0,0,0,0,0,0,0,0,0,0.001246,0,0.30041,0,0.016344,0,0.158531,0,0,0.125797,0,0.02298,0,0
1056,47.63233,-122.36545,7.206373337,1,4.932054356,5.526674027,7.008457555,6.157047964,0.000324,0,0,0,0,0.161559,0,0.046781,0,0,0,0,0,0,0.000203,0,0,0.016746,0,0,0.003848,0,0.330684,0,0.007141,0,0.17698,0,0,0.190523,0,0.042254,0,0
1057,47.632299,-122.344809,7.626665339,1,6.570172434,6.256198052,6.358236945,6.138285024,0,0,0,0,0,0.059188,0,0,0,0,0,0,0.020918,0,0.194387,0,0,0,0,0,0.031801,0,0.039418,0,0,4.00E-06,0.117418,0,0,0.376191,0,0.00702,0,0
1058,47.632339,-122.344421,8.643933057,1,7.939362795,7.043337643,6.309577309,6.597222222,0,0,0,0,0,0,0,0,0,0,0,0.003238,0,0,0,0,0,7.00E-05,0,0,0.338215,0,0,0,0,7.40E-05,0.049852,0,0,0.553266,0,0.053676,0,0
1059,47.632305,-122.344026,9.028304984,1,7.030946671,6.947993934,5.573827037,6.630003451,0,0,0,0,0,0,0,0,0,0,0,0.367164,0.03843,0,0,0,0,0,0,0,0,0,0.004082,0,0,0,0.044652,0,0,0.545672,0,0,0,0
106,47.650889,-122.333881,7.797727804,1,6.600433939,6.19341528,5.597191767,5.361887509,0,0,0,0,0,0.033004,0,0.100602,0,0,0,0.019863,0,0,0.012383,0,0,0.002184,0,0,0.056039,0,0.226078,0,0,0,0.183574,0,0,0.3395,0,0.019656,0,0
1060,47.632301,-122.343626,7.652750543,1,6.986410871,6.635435492,5.447677452,5.60947205,0,0,0,0,0,0.009961,0,0.080043,0,0,0,1.20E-05,0.000215,0,0.001125,0,0,0,0,0,0,0,0.341418,0,0.002621,0.008613,0.10993,0,0,0.360066,0,0.031035,0,0
1061,47.644966,-122.356882,3.893217214,1,3.040424803,3.436294422,4.898542904,4.528769841,0,0,0.002629,0,0,0.013664,0,0.006688,0,0,0,0.058988,0,0,0.017855,0,4.00E-06,0,0,0,0.037281,0,0.298879,0,0.040738,0.002613,0.385277,0,0.000414,0.058297,0,0.000488,0,0
1062,47.644964,-122.357282,4.624978287,1,5.063377869,4.586942947,5.554370274,5.989044168,0,0,0,0,0,0.068148,0,0.002164,0,0,0,0,0,0,0.017152,0,0,0,0,0,0.170098,0,0.017391,0,0,0,0.320891,0,0,0.093297,0,0.003555,0,0
1063,47.644963,-122.357682,9.09268596,1,6.927029805,5.867238401,4.607292954,5.293952726,0,0,0,0,0,0.011855,0,0.013453,0,0,0,0.115316,0,0,0.084648,0,0,0,7.80E-05,0,0.006824,0,0.173023,0,0.000152,0,0.252242,0,0,0.323973,0,0,0,0
1064,47.606754,-122.338391,6.335039982,1,6.014616878,5.943415976,5.743203969,5.173395445,0,0,0,0,0,0.531621,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0.047148,0,0.054988,0,0.001336,0,0.22291,0,0.109676,0,0.006926,0.005688,0,0.018098,0,0
1065,47.653813,-122.324588,4.258618841,1,3.696471394,3.154429608,4.613015211,4.177018634,0,0,0,0,0.041852,0.022391,0,0.018293,0,0,0,0.006172,0.006922,0,0,0,0,0,0,0,0.025984,0,0.418141,0,0.005055,0.00593,0.343145,0,0,0.092539,0,0.005305,0,0
1066,47.654212,-122.324583,7.503824887,1,5.313463515,5.32766834,6.200460275,6.103347136,0.007324,0,0,0,0,0.119555,0,0.06377,0,0,0,0.055113,0.000246,0,0.000512,0,0,0,0,0,0.01152,0,0.245105,0,0,0,0.279098,0,0,0.211113,0,0.002648,0,0
1067,47.654612,-122.324577,5.410223304,1,4.625442503,4.620022429,5.572025662,5.169729123,0,0,0,0,0,0.033441,0,0.149492,0,0,0,0.000121,0.003426,0,0.017191,0,0,0,0,0,0.024316,0,0.254512,0,0,0.000613,0.335336,0,0.00048,0.178371,0.000355,0.002344,0,0
1068,47.634855,-122.348495,7.541945109,1,5.788512048,5.55249762,5.995524406,5.627803658,0,0,0,0,0,0.043582,0,0.079066,0,0,0,0.001922,0,0,0.071625,0,0,0,5.10E-05,0,0.019074,0,0.255277,0,0.002391,0,0.236914,0,0,0.272344,0,0.014027,0,0
1069,47.635255,-122.348491,6.278480379,1,5.298047276,4.854055833,5.487265083,5.888759489,0,0.003348,0,0,0,0.210121,0,0.079258,0,0,0,0,0,0,0.018367,0,0,0,0.001613,0,0.029395,0,0.28302,0,0.042195,0,0.241691,0,0,0.090992,0,0,0,0
107,47.651289,-122.333876,8.443614143,1,6.840813064,6.078605942,5.498933074,5.482660456,2.00E-05,0,0,0,0,0.02552,0,0.109391,0,0,0.000352,0.096523,0,0,0.007504,0,0,0,0,0,0.020688,0,0.192219,0,0.000969,0,0.167375,0,0,0.371543,0,0.006586,0,0
1070,47.635655,-122.348486,6.076797011,1,4.761904762,4.999585174,6.074855069,6.076173223,0,0,0,0,0,0.053539,0,0.080457,0,0,0,0,0,0,0.005559,0,0,0,0,0,0.050859,0,0.297039,0,0.007207,0,0.319406,0,0,0.179992,0,0.005941,0,0
1071,47.627159,-122.34755,4.699110178,1,3.838643371,3.934277309,4.639139759,4.565433057,0,0,0,0,0,0.07007,0,0.025098,0,0,0,0.000312,0,0,0.052766,0,0,0.010715,0,0,0.006086,0,0.385113,0,0.017168,0,0.345531,0,4.00E-06,0.073016,0,0.013836,0,0
1072,47.627559,-122.347547,5.312293301,1,5.049103574,4.415054681,5.147737463,4.735377847,0,0,0,0,0,0.17018,0,0.056043,0,0,0,0.034293,0,0,0.001664,0,0,0,0,0,0.04107,0,0.326977,0,0.001055,0.000297,0.291797,0,0,0.037344,0,0.000617,0,0
1073,47.631,-122.355129,5.23715243,1,4.306840242,4.229322974,4.995836279,5.466054175,0,0,0,0,0,0.159996,0,4.00E-06,0,0,0,0,0.00543,0,0.135879,0,0,0,0,0,0.123078,0,0,0,0.001672,0,0.24398,0,0,0.1345,0,0.04132,0,0
1074,47.630999,-122.354729,7.579201885,1,4.938335046,5.648630512,7.507948217,6.099033816,0,0,0,0,0,0.166559,0,0.001906,0,0,0,0.019297,0,0,0.018461,0,0,1.20E-05,0,0,0.068895,0,0.245988,0,0.066086,0.005391,0.190801,0,0.000285,0.21632,0,0,0,0
1075,47.59832,-122.30636,4.651584728,1,4.625442503,3.594007613,5.872471978,3.980978261,0,0,0,0,0,0.01818,0,0.058988,0,0,0,0,0.002047,0,0.003949,0,0,0,0,0,0.000508,0,0.387281,0,0.003418,0,0.313199,0,0,0.14909,0,0.003414,0,0
1076,47.59792,-122.306361,4.365802197,1,3.964828137,3.461229205,4.310150074,4.868228088,0,0,0,0,0,0.030555,0,0.018051,0,0,0,0.008816,0.323,0,0,0,0,0,0,0,0.014898,0,0.032531,0,0.098723,0,0.389348,0,0,0.078965,0,0.001402,0,0
1077,47.59752,-122.306362,3.996317413,1,3.696471394,3.04005803,4.544207531,3.835619393,0,0,0,0,0,0.026102,0,0.013102,0,0,0,0,0.000133,0,0.003246,0,0,0,0,0,0,0,0.440156,0,0.002723,3.90E-05,0.37848,0,1.20E-05,0.107992,0,0.013316,0,0
1078,47.657728,-122.356267,6.224012438,1,5.973506909,4.89973363,7.153512473,5.727657005,0,0,0,0,0,0.081375,0,0.122773,0,0,0,0,0.00218,0,0.112508,0,0,0,0,0,0.031297,0,0.194504,0,0.006062,0,0.266258,0,0,0.18234,0,0,0,0
1079,47.657519,-122.320846,5.03267548,1,4.331963001,4.223432325,5.345347517,4.213250518,0.001094,0,0,0,0.000441,0.06123,0,0.004688,0,0,0,0.006043,0.01248,0,0.006059,0,0,0,0,0,0.038762,0,0.406051,0,0.019855,0.000285,0.310922,0,3.50E-05,0.098746,0,0.002379,0,0
108,47.651689,-122.333871,6.270471719,1,5.267785771,5.684352248,6.278431327,5.602355072,0,0,0,0,0,0.050297,0,0,0,0,0,0,0.01018,0,0.051574,0,0,0,0,0,0.130973,0,0.057867,0,0,0,0.27625,0,0.000453,0.21284,0,0.006875,0,0
