FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,earth,fence,fountain,grass,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,streetlight,tree,van,wall,water,windowpane
3659,47.648478,-122.371123,8.353211072,1,6.4068745,5.522747776,6.418967919,6.015139752,0,0,0,0,0,0.090586,0,0.001348,0,0,0,0.07232,0,0,0.007527,0,0,0,0,0,0.062926,0,0.229586,0,0,0.00127,0.205055,0,0,0.265027,0,0.064008,0,0
366,47.639462,-122.316207,4.202365269,1,4.765901564,3.152151599,4.571222683,3.572722567,0,0,0,0,0,0.001324,0,0.009855,0,0,0,0.004711,0.009543,0,0.026312,0,0,0.010512,0,0,0.012371,0,0.379293,0,0.000504,0,0.362828,0,0,0.140562,0,0.012125,0,0
3660,47.580275,-122.309389,6.949604929,1,5.781089414,5.713918297,4.754562838,5.481797792,0,0,0,0,0,0,0,0.176996,0,0,0,0.005777,8.00E-06,0,0.001008,0,0,0,0,0,0,0,0.20173,0,0,0,0.333613,0,0,0.280867,0,0,0,0
3661,47.580273,-122.308989,7.945216805,1,5.534429599,4.544628282,6.141467583,5.191080055,0,0,0,0,0,0.05034,0,0.004848,0,0,0,0.111801,0.02375,0,6.20E-05,0,0,0,0,0,0,0,0.283305,0,0,0,0.33884,0,0,0.18291,0,0.004145,0,0
3662,47.638647,-122.327111,7.652769924,1,5.325453922,4.884076119,6.745128021,5.296109386,0,0,0,0,0,0.101996,0,0.019273,0,0,0,0.109727,0,0,0,0,0,0,0,0,0.07791,0,0.234062,0,0.039602,8.60E-05,0.222473,0,0,0.169793,0,0.007035,0,0
3663,47.639047,-122.32711,7.791854484,1,5.345437935,5.458435731,6.921861394,6.343383368,0,0,0,0,0,0.124504,0,0.087898,0,0,0,0,0,0,0,0,0,0,0,0,0.044895,0,0.213305,0,0.00377,0.00543,0.199969,0,0,0.263281,0,0,0,0.001742
3664,47.623523,-122.330438,6.918453531,1,6.704921777,4.930030782,5.51801586,5.297834714,0,0,0,0,0,0.304332,0,0.072918,0,0,0,0,0,0,0.000656,0,0,0,0,0,0.003895,0,0.216289,0,0.028879,0.001621,0.169945,0,0,0.086215,0.11468,0,0,0
3665,47.623923,-122.330441,7.350698221,1,7.623615393,6.009938232,5.785737839,5.573671497,0,0,0,0,0,0.282207,0,0.10268,0,0,0,0,0.004473,0,3.50E-05,0,0,0,0,0,0.016844,0,0.240887,0,0.054855,0,0.150855,0,0,0.132562,0,0,0,0
3666,47.600006,-122.311575,6.723912739,1,5.560694302,6.083586352,5.700246591,5.99486715,0,0,0,0,0,0.016117,0,0.034941,0,0,0,0.000594,0.000848,0,0,0,0,0,0,0,0.002574,0,0.412727,0,0.013906,0,0.209828,0,0.005113,0.301621,0,0.00173,0,0
3667,47.599606,-122.311576,4.474451416,1,4.206349206,4.489797056,4.27831153,5.117537957,0.004793,0,0,0,0,0.167016,0,0.006156,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0.021891,0,0.303926,0,0.115559,0.000461,0.328051,0,0,0.03041,0,0.003086,0,0
3668,47.609994,-122.346301,5.543226778,1,4.919492977,4.32072508,4.333916127,4.843857833,0,0,0,0,0,0.163645,0,0.053078,0,0,0,0.002672,0.032316,0,0.001664,0,0,0,0,0,0.006078,0,0.312758,0,0.058906,0.009297,0.312535,0,0.000602,0.045105,0,0,0,0
3669,47.600033,-122.327263,8.392489227,1,7.389516958,7.041360922,6.139496549,6.110464113,0,0,0,0,0,0.054156,0,0.08943,0,0,0,0.107672,0.000215,0,0,0,0,0,0,0,0,0,0.268844,0,0.016746,0,0.061703,0,0,0.401234,0,0,0,0
367,47.634857,-122.349544,3.831406985,1,3.696471394,3.853435908,4.619085106,4.627329193,0,0,0,0,0,0.03952,0,0.013824,0,0,0,0.002086,0,0,0.064371,0,0,0,0,0,0.027961,0,0.371215,0,0.00266,0,0.379527,0,0.000758,0.095777,0,0.002301,0,0
3670,47.600033,-122.326863,7.693438692,1,4.938335046,6.014464598,6.779120641,6.307151484,0,0,0,0,0,0.179883,0,0.050105,0,0,0,0,0,0,0,0,0,0,0.000156,0,0.000945,0,0.31866,0,0.079133,0.004684,0.140789,0,0.000164,0.204352,0.001746,0.008238,0,0
3671,47.624722,-122.344959,4.462861334,1,4.50039968,4.420963469,5.219425884,4.431504486,0,0,0,0,0,0.08784,0,4.30E-05,0,0,0,0.001434,0.028535,0,0.02468,0,0,0,0,0,0.005676,0.004891,0.171199,0,0.205566,0.002219,0.352012,0,0.00184,0.054191,0,0.012273,0,0
3672,47.625122,-122.344956,6.35540929,1,4.988580564,4.33316757,4.727535292,5.127242926,0,0,0,0,0,0.238254,0,0.105465,0,0,0,0,0.039039,0,0.000195,0,0,0,0,0,0,0,0.29243,0,0.015715,0,0.23832,0,0.000352,0.066152,0,0,0,0
3673,47.614504,-122.316842,7.229230231,1,5.901564463,6.231413488,5.38090881,5.976319876,0,0,0,0,0,0.264473,0,0.077844,0,0,0,0,0,0,0,0,0,0,4.00E-06,0,0,0,0.334727,0,0.011059,0.000512,0.109566,0,2.70E-05,0.195152,0,0.006637,0,0
3674,47.614904,-122.316848,6.817953647,1,4.709375357,5.111216042,6.145784342,5.574965493,0,0,0,0,0,0.389277,0,0.090961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308086,0,0.036102,0.000977,0.142559,0,0,0.024281,0,0,0,0
3675,47.618248,-122.350787,4.218415264,1,3.696471394,3.102074744,3.981764997,4.199879227,0,0,0,0,0,0.024582,0,0.008223,0,0,0,0.001172,0.000355,0,0,0,0,0,0,0,0,0,0.464516,0,0.006617,0.001016,0.350668,0,0.001238,0.131762,0,0.009375,0,0
3676,47.618451,-122.351132,6.956528191,1,5.21639831,5.071164573,5.031388308,6.521954796,0,0,0,0,0,0.128336,0,0.057617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392121,0,0.018309,0,0.23173,0,9.40E-05,0.163965,0,0.007828,0,0
3677,47.643229,-122.363578,7.205708205,1,5.861025465,5.931412544,5.869461666,5.765614217,0,0,0,0,0,0.00632,0,0.077699,0,0,0,0.007492,0,0,0.001387,0,0,0,0.000488,0,0.026938,0,0.32152,0,0.006688,0.00107,0.251023,0,0.000699,0.27657,0,0.020832,0,0
3678,47.643629,-122.363572,8.755951571,1,7.724106429,7.550752692,5.881679238,6.41455314,0,0,0,0,0,0.038203,0,0,0,0,0,0.000914,0.000328,0,0,0,0,0,0,0,0.24891,0,0.173051,0,0.066039,0,0.014645,0,0,0.446199,0,0.009008,0,0
3679,47.654864,-122.357588,8.307174342,1,6.865935823,6.633602771,6.266736771,5.92305038,0,0,0,0,0,0.010742,0,0.001324,0,0,0,0,0.021207,0,0.155039,0,0,0,0,0,0.010176,0,0.250777,0,0.000355,0,0.115543,0,0,0.427641,0,2.00E-05,0,0
368,47.634856,-122.349144,3.831406985,1,3.696471394,3.853435908,4.619085106,4.627329193,0,0,0,0,0,0.03952,0,0.013824,0,0,0,0.002086,0,0,0.064371,0,0,0,0,0,0.027961,0,0.371215,0,0.00266,0,0.379527,0,0.000758,0.095777,0,0.002301,0,0
3680,47.654863,-122.357988,7.48320686,1,6.416581021,5.69268591,5.751141135,5.530322636,0,0,0,0,0,0.054488,0,0.025875,0,0,0,0.000812,0.001223,0,0.013469,0,0,0,0,0,0.085109,0,0.317711,0,0.000371,0,0.224996,0,0,0.271164,0,0,0,0
3681,47.654863,-122.358388,5.954403278,1,4.912641316,5.481012801,6.063139088,5.807453416,0,0,0,0,0,0.025816,0,0.118273,0,0,0,0.000199,0,0,0.043078,0,0,0,0,0,0.008805,0,0.256918,0,0.022777,0,0.314207,0,0,0.196656,0,0.009234,0,0
3682,47.606417,-122.337814,7.005436999,1,5.242092041,5.157723416,5.607531159,5.293952726,0,0,0,0,0,0.394117,0,0.032879,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0.398652,0,0.018031,0,0.081191,0,0.002316,0.070312,0,0,0,0
3683,47.651809,-122.314535,5.636390019,1,4.721365764,4.78689333,6.15483982,4.993530021,0,0,0,0,0,0.05102,0,0.008855,0,0,0,0,0,0,0.022984,0,0,0,0.006609,0,0.008,0,0.335895,0,0.079062,0.001004,0.283605,0,0.000543,0.184742,0,0.01434,0,0
3684,47.651678,-122.314157,7.425687803,1,6.458832934,5.300470031,6.409372055,5.999827467,0,0,0,0,0,0.073871,0,0.000945,0,0,0,0.01268,0.039145,0,0.01273,0,0,0,0,0,0,0,0.295977,0,0.088039,0,0.214578,0,0,0.258246,0,0,0,0
3685,47.632309,-122.35079,5.410732606,1,5.211259564,4.802736183,5.523287989,4.629485852,0,0,0,0,0,0.000223,0,0.000773,0,0,0,0.012246,0.000371,0,0.047934,0,0,0.003531,0,0,0.004602,0,0.383469,0,0.013594,0.008215,0.273664,0,0,0.240379,0,0.00634,0,0
3686,47.632308,-122.35039,7.736338722,1,5.243233984,5.306871726,4.905798002,4.306633885,0,0,0,0,0,0.016848,0,0.001832,0,0,0,0.082055,4.70E-05,0,0.047652,0,0,0,0,0,0.011523,0,0.140953,0,0.013102,0.006133,0.350738,0,0.001918,0.174273,0,0.020223,0,0
3687,47.586912,-122.30584,4.070988719,1,2.231928743,4.21657588,5.113173947,4.810213941,0,0,0,0,0,0.073746,0,0.096965,0,0,0,0,0.005098,0,0,0,0,0,0,0,0.000133,0,0.372043,0,0,0,0.393609,0,0.001156,0.040824,0.003344,0.00518,0,0
3688,47.641815,-122.363585,9.01457024,1,7.596779719,6.4769286,6.238899459,6.203416149,0.001551,0,0,0,0,0.018902,0,0.003148,0,0,0,0.080863,0.029414,0,0.112633,0,0,0.000215,0,0,0.026012,0,0.109859,0,0.007234,0.000277,0.021887,0,0,0.441711,0,0,0,0
3689,47.611967,-122.336754,6.589832388,1,6.816261277,6.033636644,5.591482923,5.397903727,0.0005,0,0,0,0,0.39882,0,0.00227,0,0,0,0,0.022742,0,0,0,0,0,0,0,0,0,0.25541,0,0.035535,0.003523,0.076453,0,0,0.142539,0,0.000707,0,0
369,47.655043,-122.320858,4.922850921,1,3.083247687,3.774614206,4.184562826,4.733221187,0,0,0,0,0,0.280219,0,0.003992,0,0,0,0.021152,0.014473,0,0,0,0,0.002062,4.30E-05,0,0,0,0.337266,0,0.0355,0,0.259047,0,0,0.017094,0,0.009793,0,0
3690,47.612262,-122.337024,6.919613007,1,7.053214571,6.599592384,5.595666839,5.249094203,9.40E-05,0,0,0,0,0.427484,0,0.003535,0,0,0,0,0.001023,0,0,0,0,0,0.000348,0,0,0,0.285355,0,0.075062,0,0.040715,0,0.005164,0.160957,0,0,0,0
3691,47.619768,-122.355443,6.830108051,1,4.932054356,5.423238059,6.366297093,6.117149758,0,0,0,0,0,0.174242,0,0.002973,0,0,0,0.000352,0,0,0.00173,0,0,0,0.000164,0,0.015418,0,0.376449,0,0.042316,0.007828,0.173898,0,0,0.191688,0,0.005586,0,0
3692,47.619767,-122.355043,8.28091269,1,6.216169921,6.338411775,6.424861398,5.840018979,0,0,0,0,0,0.205234,0,0.171543,0,0,0,0,0.000184,0,0.005551,0,0,0,0,0,0.024699,0,0.21184,0,0.029309,0.004395,0.055312,0,0.001629,0.278965,0.003598,0.000176,0,0
3693,47.619765,-122.354643,7.740423118,1,6.764302843,7.048181257,7.327590429,5.974594548,0,0,0,0,0,0.263688,0,0.176625,0,0,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0.215488,0,0.020426,0,0.004074,0,8.00E-06,0.319688,0,0,0,0
3694,47.619764,-122.354243,7.589854616,1,7.649880096,6.571169884,5.712543323,6.708074534,0,0,0,0,0,0.109379,0,0.008336,0,0,0,0,0.01027,0,0.001555,0,0,0,8.00E-06,0,0,0,0.364008,0,0.062871,2.00E-05,0.059707,0,0,0.335434,0,0,0,0
3695,47.580271,-122.308336,6.847976201,1,5.029119562,4.99176647,5.678540636,4.073283299,0,0,0,0,0,0.003703,0,0.073512,0,0,0,0.04225,0.000207,0,0.052367,0,0,0,0,0,0.008203,0,0.176426,0,0,0.010137,0.346512,0,0,0.218289,0.043133,0.000441,0.000832,0
3696,47.580269,-122.307936,6.336345441,1,4.182368391,3.697908892,5.327145983,4.36055038,0,0,0,0,0,0.086145,0,0.01984,0,0,0,0.090918,0.005785,0,0.045422,0,0,0,0,0,0.017348,0,0.181723,0,0.000242,0,0.373512,0,0,0.102324,0,0,0,0
3697,47.580268,-122.307536,3.866469201,1,3.174032203,3.810698659,4.505521833,4.523593858,0.002605,0,0,0,0,0.045008,0,0.013551,0,0,0,0.022285,0.006863,0,0.082328,0,0,0,0,0,0.014078,0,0.272105,0,0.012902,0,0.414312,0,0,0.024688,0,0.00102,0,0
3698,47.580266,-122.307136,4.861409775,1,3.067831449,4.307979395,4.097414707,4.850543478,0,0,0,0,0,0.112438,0,0.091977,0,0,0,0,0,0,0.070492,0,0,0,0,0,0.018449,0,0.178109,0,0.069664,0,0.42618,0,2.00E-05,0.032672,0,0,0,0
3699,47.580265,-122.306736,9.183991472,1,4.584332534,5.874375256,4.939823987,4.792097999,0,0,0,0,0,0.012375,0,0.00234,0,0,0,0.250414,0,0,0.001746,0,0,0,0,0,0.005371,0,0.134039,0,0,0,0.308977,0,0,0.208289,0,0.02482,0,0
37,47.617279,-122.354373,3.708318124,1,3.003311636,3.650182876,4.939320839,5.067719117,0,0,0,0,0,0.050953,0,0.000883,0,0,0,0.001223,0.00225,0,0,0,0,0.000141,0,0,0,0,0.358594,0,0.035449,0,0.357492,0,0,0.022418,0,0.165465,0,0
370,47.655443,-122.320856,5.706523094,1,5.143884892,4.991490373,6.115869074,5.371592478,0,0,0,0,0,0.043379,0,0.003133,0,0,0,0.00409,0.000633,0,0.01893,0,0,0.003941,0.000902,0,0.001957,0.000379,0.358605,0,0,0.001164,0.315902,0,2.00E-05,0.232145,0,0,0,0
3700,47.641282,-122.346065,7.867975129,1,4.938335046,5.380672338,7.153865732,5.795160456,0.000477,0,0,0,0,0.168387,0,0.02018,0,0,0,0,0.008035,0,0.003152,0,0,0,0.000812,0,0.069859,0,0.208086,0,0.066941,0.000238,0.196703,0,0,0.214895,0,0.042234,0,0
3701,47.641655,-122.34621,5.869686364,1,7.569373073,4.735557214,5.870785123,5.856409593,0,0,0,0,0,0.383426,0,0.051562,0,0,0,0,0,0,0,0,0,0,0,0,0.007273,0,0.214098,0,0.105395,0,0.178117,0,0.000879,0.055754,0,0.003496,0,0
3702,47.642027,-122.346356,7.038386255,1,7.335274637,5.954975306,5.79126038,6.092563837,0,0,0,0,0,0.334121,0,0.080805,0,0,0,2.30E-05,0,0,0.003734,0,0,0,0,0,0.022191,0,0.207094,0,0.079023,0,0.164441,0,0,0.108219,0,2.30E-05,0,0
3703,47.648164,-122.342794,3.818721674,1,2.199954322,3.493924186,4.800581923,4.451345756,0,0,0,0,0.013559,0.043668,0,0.016898,0,0,0,0,0,0,0.002148,0,0,0,4.00E-06,0,0.001242,0,0.46359,0,0.000207,0.001266,0.427754,0,0.000113,0.029234,0,0,0,0
3704,47.609836,-122.328666,6.804055872,1,5.039968026,5.094674621,5.033171835,5.306677019,0,0,0,0,0,0.310391,0,0.030414,0,0,0,0,0,0,0,0,0,0,0.02184,0,0.003266,0,0.442887,0,0.039484,0.002281,0.113324,0,0,0.03575,0,0,0,0
3705,47.610131,-122.328936,6.062422602,1,6.422290739,5.758320066,5.241701734,5.385179434,0,0,0,0,0,0.557973,0,0.001719,0,0,0,0.003023,0.005527,0,0,0,0,0,0,0,0.012832,0,0.263477,0,0.001727,0.015355,0.080477,0,0,0.048984,0,0.008906,0,0
3706,47.622436,-122.337148,6.599886875,1,6.628982528,6.438478006,5.805418179,5.071601104,0.000418,0,0,0,0,0.402816,0,0.043328,0.002688,0,0,0.023742,0,0,0,0,0,0,0.001242,0,0.017539,0,0.007895,0,0.286109,0,0.022758,0,0,0.190391,0,0.000949,0,0
3707,47.622836,-122.337145,5.542519593,1,5.33744433,5.164538722,2.453286399,5.064268461,0,0,0,0,0,0.114656,0,0.025359,0,0,0,0,0,0,0,0,0,0,0.020406,0,0,0,0.029203,0,0.174969,0.005008,0.051094,0,0,0.178355,0,0.395676,0,0
3708,47.611169,-122.327839,8.345051077,1,6.197898824,6.177052572,6.510654152,5.792572464,0,0,0,0,0,0.193012,0,0.122902,0,0,0,0,0,0,0.000676,0,0,0,0.000328,0,0.030238,0,0.252027,0,0.038133,0.00507,0.067699,0,0,0.289914,0,0,0,0
3709,47.611323,-122.32747,6.904468488,1,5.694872673,6.71271503,5.597965427,5.623490338,0,0.013918,0,0,0,0.268504,0,0.005414,0,0,0,0,0,0,0,0,0,0,0,0,0.017285,0,0.33884,0,0.041406,0.000645,0.115609,0,0,0.19823,0,0.000148,0,0
371,47.636557,-122.349524,6.185124615,1,4.607742377,4.903377634,6.825721067,5.088638716,0,0,0,0,0,0.076938,0,0.00659,0,0,0,0,0,0,0.01798,0,0,0,0.003301,0,0,0,0.288953,0,0.102129,0.00093,0.238754,0,0,0.19025,0,0.074176,0,0
3710,47.611477,-122.327101,5.425007107,1,3.820943245,3.628956276,4.170558929,4.821212905,0,0,0,0,0,0.264828,0,0.009395,0,0,0,0,0.002215,0,0,0,0,0,0.00202,0,0.041359,0,0.346863,0,0.034422,0,0.26543,0,0.000293,0.033152,0,2.30E-05,0,0
3711,47.639953,-122.317952,8.889574875,1,5.983784401,5.840654057,5.919214146,5.565260525,0,0,0,0,0,0.005789,0,0.08509,0,0,0,0.090734,0.009469,0,0,0,0,0,0,0,0.018109,0,0.211172,0,0.032961,0.000562,0.262938,0,8.60E-05,0.258422,0,0.01527,0,0
3712,47.640353,-122.317951,5.157616201,1,5.534429599,3.658706945,6.15535454,4.696557971,0,0,0,0,0,0.000469,0,0.006273,0,0,0,0.027113,0.000156,0,0,0,0,1.20E-05,0,0,0.05548,0,0.351582,0,0.016828,0,0.286398,0,8.60E-05,0.14598,0,4.30E-05,0,0
3713,47.658403,-122.339722,6.99661317,1,5.362567089,5.060500677,6.225774748,6.28860421,0,0,0,0,0,0.142652,0,0.044559,0,0,0,0.017301,0,0,0.046422,0,0,0,0,0,0.065305,0,0.277176,0,0.005305,0,0.266637,0,0,0.134641,0,0,0,0
3714,47.658803,-122.339717,6.061254712,1,5.334589471,4.928727143,6.869880789,4.840191511,0.001219,0,0,0,0,0.041574,0,0.045285,0,0,0,0,0,0,0.055312,0,0,0,0,0,0.083617,0,0.233539,0,0.010984,0.001602,0.28432,0,0,0.148215,0,0.019047,0,0
3715,47.634743,-122.35657,7.476509121,1,5.981500514,5.98435077,5.701484386,6.056763285,0,0,0,0,0,0.033742,0,0.082371,0,0,0,0.002555,0,0,0.005953,0,0,0,0,0,0,0,0.360508,0,0.011418,0,0.210164,0,0,0.291973,0,0.001316,0,0
3716,47.634743,-122.35617,5.428194502,1,5.534429599,4.9052194,6.141168368,5.588336784,0,0,0,0,0,0.02998,0,0.040254,0,0,0,0.028352,1.20E-05,0,0.000129,0,0,0,0,0,0.014258,0,0.35143,0,0.021746,0.001328,0.312109,0,0,0.186566,0,0.003863,0,0
3717,47.634746,-122.35577,8.215399065,1,6.864222907,6.192376931,5.168118361,5.447938233,0,0,0,0,0,0.00093,0,0.009355,0,0,0,0.061293,0,0,0,0,0,0,0,0,0.004191,0,0.331031,0,0,0,0.176164,0,0,0.402379,0,0.013176,0,0
3718,47.618524,-122.335876,4.557634616,1,3.151764303,3.717743576,3.435549758,4.772256729,0,0,0,0,0,0.261496,0,0.01168,0,0,0,0,0.037312,0,0.003668,0,0,0,0.000137,0,0.008758,0,0.367379,0,0.004453,0.004836,0.295387,0,0,0.002844,0,0.002051,0,0
3719,47.618924,-122.335873,5.680270036,1,3.419550074,3.813102244,5.078117642,4.808704279,0,0,0,0,0,0.251477,0,0.001895,0,0,0,0,0.154227,0,0,0,0,0,0.014273,0,0,0,0.282281,0,0.005266,0.000125,0.229695,0,0.000422,0.060023,0,0,0,0
372,47.636957,-122.34952,8.464913457,1,6.534772182,6.203670876,5.916726786,5.244780883,0,0,0,0,0,0.014547,0,0.003254,0,0,0,0.102414,0.001254,0,0.009371,0,0,0,0.002559,0,0.012031,0,0.263066,0,0.00748,0,0.158176,0,0.000152,0.370203,0,0.055348,0,0
3720,47.619324,-122.33587,5.498438969,1,4.974877241,3.345401474,5.716248881,4.936809869,0,0,0,0,0,0.139008,0,0.061379,0,0,0,0,0.095258,0,0,0,0,0.000207,0,0,0,0,0.251551,0,0.001875,0,0.281926,0,0,0.101117,0.006457,0.061223,0,0
3721,47.640685,-122.372633,6.342545682,1,5.668036999,4.787879745,5.127339379,5.654977571,0.019367,0,0,0,0,0.133641,0,0.00291,0,0,0,0.020453,8.00E-06,0,1.60E-05,0,0,0,0,0,0.057488,0,0.192809,0,0.031199,0,0.188945,0,0,0.171777,0,0.181387,0,0
3722,47.613972,-122.338857,6.158138156,1,5.781089414,5.846039637,5.561274715,5.524930987,0,0,0,0,0,0.525414,0,0.001324,0,0,0,0,0,0,0,0,0,0,5.90E-05,0,0,0,0.393566,0,0.038086,0,0.034875,0,0,0,0.002133,0,0,0
3723,47.614216,-122.338541,6.154503896,1,6.454265159,6.16529991,5.71309333,4.957729469,0,0,0.000715,0,0,0.51827,0,0.12348,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0.007574,0,0.288117,0,0.025074,0,0.022668,0,0.000102,0.011734,0.000922,0,0,0
3724,47.62673,-122.360612,7.508543926,1,5.667466027,5.647152147,6.277474937,5.965105245,0,0,0,0,0,0.075449,0,0.004359,0,0,0,0.060895,0,0,0.016137,0,0,0,0,0,0.026648,0,0.34502,0,0.031809,0.006414,0.16293,0,0.000113,0.269352,0,0.000875,0,0
3725,47.62713,-122.360609,7.008171219,1,4.682539682,5.113133374,5.299405215,5.609687716,0,0,0,0,0,0.273539,0,0.014602,0,0,0,0.000234,0,0,0.010719,0,0,0,0,0,0.000809,0,0.373094,0,0.023598,0,0.180215,0,0.000109,0.100707,0,0.019676,0,0
3726,47.62753,-122.360606,5.728686772,1,5.492748658,5.624425859,6.460376445,5.827294686,0,0,0,0,0,0.036996,0,0.096676,0,0,0,0.000281,0,0,0.038773,0,0,0,0.001523,0,0.00193,0,0.172523,0,0.011871,0.000898,0.279812,0,0,0.187281,0,0.121469,0,0
3727,47.645617,-122.35303,5.837289939,1,5.534429599,4.128697824,6.058433614,4.719202899,0.000375,0,0,0,0,0.026871,0,0.003516,0,0,0,0.048539,0,0,0.020562,0,0,0,0,0,0.028875,0,0.309684,0,0.022812,0,0.30007,0,0,0.15659,0,0.019637,0,0
3728,47.58368,-122.309472,6.965035931,1,5.234098436,5.11944373,6.103907349,4.758669772,0,0,0,0,0,0.0275,0,0.007746,0,0,0,0.064066,0,0,0.009004,0,0,0,0,0,0.005883,0,0.338391,0,0,0,0.305031,0,0,0.242129,0,0.00025,0,0
3729,47.583679,-122.309072,4.010878688,1,3.705606943,3.5531011,3.846356363,4.040070738,0,0,0,0,0,0.033859,0,0,0,0,0,0.006121,0.017387,0,0.189555,0,0,0,0,0,0.001602,0,0.188977,0,0,0.000809,0.390746,0,0,0.15084,0,0.006289,0,0
373,47.637357,-122.349516,8.288957992,1,7.605915268,6.415411683,5.059408937,5.561162871,0,0,0,0,0,0.044703,0,0.01016,0,0,0,0.04893,0.017887,0,0.022191,0,0,0,0,0,0.019328,0.001004,0.301301,0,0.016051,0.002527,0.106996,0,0.000117,0.373594,0,0.035211,0,0
3730,47.583678,-122.308672,6.740580561,1,4.712801188,4.346853167,6.414459206,5.12702726,0,0,0,0,0,0.103555,0,0.006887,0,0,0,0.168855,0,0,0.003648,0,0,0.014711,0,0,0.026031,0,0.247512,0,0,0,0.32768,0,0,0.101094,0,2.00E-05,0,0
3731,47.608459,-122.31678,7.869931887,1,5.677743519,5.800955768,5.890340421,6.570048309,0,0,0,0,0,0.130289,0,0.068402,0,0,0,0,0,0,0.006641,0,0,0,0.000254,0,7.40E-05,0,0.299492,0,0.029469,0.002016,0.140402,0,0,0.317535,0,0.00152,0,0
3732,47.608859,-122.31678,8.050599173,1,6.453694188,6.075003999,5.339190867,6.37810559,0,0,0,0,0,0.074895,0,0.017719,0,0,0,0,0.000164,0,0.001969,0,0,0,0,0,0.012844,0,0.317738,0,0.065453,0.000895,0.166441,0,0,0.334629,0,0.007254,0,0
3733,47.619927,-122.318234,8.463685873,1,7.316432568,6.886594826,6.069692019,5.826647688,0,0,0,0,0,0.006859,0,0.009801,0,0,0,0.013848,0,0,0.001918,0,0,0,0,0,0.011281,0,0.368777,0,0.033957,7.40E-05,0.067578,0,0,0.418332,0,0.060953,0,0
3734,47.620327,-122.31824,7.243780274,1,6.04088158,5.915227591,6.270155384,6.035412353,0.000875,0,0,0,0,0.077152,0,0.088156,0,0,0,0.043137,0,0,0,0,0,0,0,0,0.03798,0,0.289277,0,0.007625,5.90E-05,0.177551,0,0.000211,0.220797,0,0.009652,0,0
3735,47.620727,-122.318246,5.491806834,1,4.105858171,4.414734379,5.679376503,5.096834023,0,0,0,0,0,0.085746,0,0.117879,0,0,0,0.009859,0,0,0,0,0,0,0,0,0.018852,0,0.324574,0,0,0,0.332688,0,0,0.094902,0,0.0155,0,0
3736,47.629981,-122.35922,8.42039272,1,7.28845495,6.788491382,6.727387424,6.151440649,0,0,0,0,0,0.019258,0,0.112531,0,0,0,0,0,0,0.01075,0,0,0,0,0,0.029492,0,0.151648,0,0,0,0.081254,0,0,0.423781,0.169711,0.001574,0,0
3737,47.601674,-122.306352,7.787369504,1,7.583076396,6.343482469,5.670970563,6.299387509,0,0,0,0,0,0.115664,0,0.10402,0,0,0,0.015629,0,0,0.005449,0,0,0,4.00E-06,0,0,0,0.320625,0,0.00475,0,0.083617,0,0,0.350242,0,0,0,0
3738,47.602074,-122.306351,6.628583669,1,5.910700011,5.213879973,7.33325477,6.095798827,0,0,0,0,0,0.109371,0,0.033344,0,0,0,0,0.000438,0,0.099789,0,0,0,0,0,0.019395,0,0.237965,0,0.028773,0.00682,0.227414,0,2.70E-05,0.208242,0,0.015262,0,0
3739,47.586367,-122.314668,5.279414323,1,5.163868905,4.684260507,6.138958447,5.228390269,0,0,0,0,0,0.036363,0,0,0,0,0,0.01452,0.001516,0,0.024,0,0,0,0,0,0.03423,0,0.397105,0,0.012805,0.00118,0.274672,0,0.001703,0.201301,0,0.000605,0,0
374,47.651564,-122.330295,3.928250863,1,3.848920863,3.30120151,4.536003807,3.907867495,0,0,0,0,0.004203,0.014988,0,0.00132,0,0,0,0.044195,0,0,0.011531,0,0,0,0,0,0.041453,0,0.363465,0,0.012246,0.004828,0.399445,0,0.000398,0.096559,0,0.000992,0,0
3740,47.585967,-122.314672,5.13361804,1,4.625442503,4.838060677,6.112677659,5.09273637,0,0,0,0,0,0.021086,0,0.052375,0,0,0,0.027055,0.002918,0,0.006949,0,0,8.60E-05,0,0,0.01118,0,0.33477,0,0.022301,0,0.334543,0,0.004379,0.181035,0,0.00107,0,0
3741,47.585567,-122.314675,5.640432586,1,4.331963001,4.404095079,6.005618213,4.831349206,0,0,0,0,0,0.106105,0,0.004879,0,0,0,0.031434,0.001672,0,0.024523,0,0,8.60E-05,0,0,0.00875,0,0.390305,0,0.008168,0.005332,0.30525,0,6.20E-05,0.113156,0,0,0,0
3742,47.633527,-122.366774,8.349870529,1,7.894256024,6.225458351,5.549260855,5.638802623,0,0,0,0,0,0,0,0.179742,0,0,0,0.066223,0,0,0.000855,0,0,0,0,0,0.046008,0,0.173652,0,0,0,0.113469,0,0,0.402746,0,0.009312,0,0
