FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
6543,42.361073,-71.060242,6.617563191,1,5.215514233,5.231692538,5.878787458,6.155562069,0,0,0,0,0,0.18952,0,0.101215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316301,0,0.016965,0.003504,0.155719,0,0,0.002309,0.209363,0,0.000258,0,0
6544,42.361073,-71.060616,5.984839149,1,5.660965114,5.483870968,6.449427802,6.18267131,0,0,0,0,0,0.333531,0,0.093762,0,0,0,0,0,0.001414,0,0.027652,0,0,0,0,9.80E-05,0,0.016027,0,0.307414,0,0.014242,0.000676,0.118195,0,0,0,0.086906,0,8.20E-05,0,0
6545,42.361073,-71.061363,6.230892766,1,4.160642647,5.521957412,5.951242134,6.260828464,0,0,0,0,0,0.366578,0,0.039367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231047,0,0.165207,0.006773,0.161543,0,0,0.005301,0.019586,0,0,0,0
6546,42.361073,-71.061745,7.343418085,1,6.625062059,6.221651567,6.252053658,5.225967808,0,0,0,0,0,0.46982,0,0.003934,0,0,0,0,0,3.90E-05,0,0,0,0,0,0,0,0,0.000543,0,0.346066,0,0.075176,0,0.081094,0,0,0.000191,0.016375,0,0,0,0
6548,42.361073,-71.062866,6.418178298,1,3.103679732,4.629522765,5.162959573,5.263967687,0,0,0,0,0,0.175961,0,0.034246,0,0,0,0,0,0,0,0,0,0,0.003906,0,0.022836,0,0,0,0.324234,0,0.083562,0.004145,0.301941,0,0,0.000434,0.048734,0,0,0,0
6550,42.361073,-71.063995,5.51831234,1,3.327862935,3.802296728,6.240587411,4.88638729,0,0,0,0,0,0.261062,0,0.021016,0,0,0,0,0,0,0,0,0,0,0,0,0.002188,0,0,0,0.327566,0,0.037984,0.051551,0.268777,0,0,0.005039,0.017891,0,0,0,0
6553,42.361073,-71.065872,5.262205745,1,2.971142479,3.736222517,6.276663227,4.865696003,0,0,0,0,0,0.304566,0,0.044082,0,0,0,0,0,0,0,0,0,0,0,0,0.007547,0,0,0,0.349555,0,0.015062,0,0.243434,0,0,0.000215,0.009195,0,0.000145,0,0
6554,42.361073,-71.066246,6.254270851,1,3.840534483,4.723584742,6.496935551,5.701793405,0,0,0,0,0,0.345594,0,0.075133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015059,0,0.288652,0,0.046551,0,0.182805,0,0,0.002578,0.03898,0,0,0,0
6555,42.361073,-71.066994,7.385141915,1,2.716690557,3.301979341,5.506982601,5.059332158,0,0,0,0,0,0.21384,0,0.016145,0,0,0,0,0,0.009785,0,0,0,0,0,0,0,0,0,0,0.37966,0,0.048641,0,0.250223,0,0,0.005953,0.020648,0,0,0,0
6557,42.361073,-71.068123,6.582092553,1,6.002475854,6.170004039,5.335785285,5.784297739,0,0.007383,0,0,0,0.289312,0,0.10607,0,0,0,0,0,0.002555,0,0,0,0,0,0,0,0,0.010414,0,0.274805,0,0.025227,0,0.084648,0,0,0.00066,0.198926,0,0,0,0
6558,42.361073,-71.068497,5.687283404,1,5.134150182,4.954700214,6.642064934,5.501637355,0,0,0,0,0,0.428027,0,0.103836,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0,0.007492,0,0.257941,0,0.03,0,0.159809,0,0,0,0.012645,0,0,0,0
6561,42.361073,-71.070374,6.137821915,1,5.758606055,4.425240926,5.537426329,5.559931964,0.000379,0,0,0,0.025238,0.298074,0,0.008453,0,0,0.002648,0,0,0.000133,0,0,0,0,0,0,0.007566,0,0,0,0.335227,0,0.060297,0,0.163266,0,0,0.006,0.087391,0,0.000184,0,0
6562,42.361073,-71.070747,6.157958298,1,5.064811008,2.625079347,3.45398203,3.904459731,0,0,0,0,0,0.043566,0,0.070516,0.415094,0,0.072215,0,0.000574,3.50E-05,0,0,0,0,0,0,0,0,0,0,0.299113,0,0.037844,0.001219,0.003125,0,0,0,0.036695,0,0.015469,0,0
6563,42.361073,-71.071495,7.060717234,1,2.452791947,4.069767442,4.843285078,4.680257063,0,0,0,0,0.018055,0.200395,0,0.067508,0,0,0,0,0.027289,0.108984,0,0,0,0,0,0,0,0,0,0,0.264039,0,0,0,0.30082,0,0,0,0.009891,0.002293,0.000727,0,0
6567,42.361073,-71.073753,4.93572,1,2.552496812,3.293900398,4.937706575,3.808217045,0,0,0,0,0,0.040367,0,0.00443,0,0,0,0,0.086539,0.023844,0,0,0,0,0,0,0.005461,0,0,0,0.1975,0,0.072711,0.001141,0.430328,0,0,0.000551,0.069363,0,0.066301,7.00E-05,0
6568,42.361073,-71.074127,5.209072553,1,3.308080584,3.316694558,4.252748492,3.692617586,0,0,0,0,0.007465,0.067258,0,0.003027,0,0,0,0,0.034598,0.08825,0,0,0,0,0,0,0,0,0.002582,9.00E-05,0.233266,0,0,0.001473,0.439164,0,0,0,0.04877,0,0.044062,0.029094,0
6569,42.361073,-71.074875,6.011524255,2,3.166034715,2.935253044,4.764124179,3.269475748,0,0,0,0,0,0.033953,0,0.000363,0,0,0,0,0.036445,0.067625,0,0.004062,0,0,0,0,0.000707,0,0.005086,0,0.240379,0,0,0.000141,0.452215,0,0,0,0.044426,0,0.080477,0.034121,0
6570,42.361073,-71.075249,5.587960851,2,3.392028661,3.631196261,3.430116703,4.62235948,0,0,0,0,0.056504,0.050668,0,0,0,0,0,0,0,0.001289,0,0,0,0,0,0,0,0.012039,0,0,0,0,0,0.000348,0.41641,0,0,0,0,0,0.032133,0.406969,0
6571,42.361073,-71.076004,5.298114468,2,3.620545578,3.549541231,4.043700355,4.63087867,0,0,0,0,0,0.050477,0,0,0,0,0,0,0.02325,0,0,0,0,0,0,0.00032,4.00E-06,0.012008,0,0,0,0,0,0,0.410836,0,0,0,0.003105,0,0.001023,0.201824,0
6574,42.361073,-71.078629,5.237550851,1,2.864216901,3.246003809,4.604158297,4.120644125,0,0,0,0,0.02625,0.063516,0,0.011137,0,0,0,0,0.039605,0.077258,0,9.00E-05,0,0,0,0,0.002723,0,0.000203,0.031703,0.28552,0,0,0,0.414914,0,0,2.00E-05,0.018152,0,0.004996,0.023422,0
6575,42.361073,-71.079376,5.041738085,1,3.863259862,3.35535807,5.379660818,4.436672195,0,0,0,0,0.015469,0.061617,0,0,0,0,0,0,0,0.063098,0,0,0,0,0,0,0,0,0,0,0.297914,0,0,0.000277,0.407922,0,0,0,0.050145,0,0.048098,0.055461,0
6576,42.361073,-71.079758,5.266478936,1,4.186988495,3.990132148,5.890061682,5.02407589,0,0,0,0,0.001609,0.079309,0,0,0,0,0,0,0.000168,0.060828,0,0,0,0,0,0,0,0,0,0.000809,0.330363,0,0,0,0.357273,0,0,0,0.071992,0,0.046191,0.051457,0
6579,42.361073,-71.081635,4.086904043,1,4.713469134,4.349068036,4.840021638,5.259569488,0,0,0,0,0,0.130586,0,0,0,0,0,0,0,0.093016,0,0.042859,0,0,0,0,0,0,0.015922,0,0.276863,0,0.017273,0,0.309629,0,0,0,0.112945,0,0.000906,0,0
6581,42.361073,-71.082756,5.725246596,1,6.78472053,6.107103699,5.732619135,6.217041492,0,0,0,0,0,0.079895,0,0.00141,0,0,0,0,0,0,0,0.153512,0,0,0,0,0.000621,0,0,0,0.267426,0,0.018969,0,0.12966,0,0,0,0.346398,0,0.002109,0,0
6582,42.361073,-71.083885,6.455842766,1,3.219257436,3.449708581,4.876135722,5.12302555,0,0,0.008914,0,0,0.195027,0,0.006832,0,0,0,0,0,0.001746,0,0,0,0,0,0,0.004305,0,0,0,0.42716,0,0.013008,0.007895,0.227391,0.06848,0,0,0.030898,0,0.008344,0,0
6583,42.361073,-71.084259,6.276452553,1,4.792338198,4.156616077,5.132741713,5.219514166,0,0,0,0,0,0.270133,0,0.004559,0,0,0,0,0,0.000535,0,0.000145,0,0,0,0,0.001496,0,0.00268,0,0.388516,0,0.052469,0,0.200664,0,0,8.60E-05,0.07177,0,0.006113,0,0
6584,42.361073,-71.085007,4.976102979,1,4.247283308,4.046396214,6.090546897,5.609598265,0,0,0,0,0,0.385691,0,0.047238,0,0,0,0,0,0,0,0,0,0,0.010699,0,0.000621,0,0,0,0.244953,0,0.048461,0.001977,0.185633,0,0,0,0.001258,0,0.021734,0,0
6585,42.361073,-71.085381,6.54481,1,3.6812026,3.39777252,5.8146345,4.91797222,3.10E-05,0,0,0,0,0.245391,0,0.094852,0,0,0,0,0,0,0,0.003094,0,0,0,0,7.80E-05,0,0.000656,0,0.332629,0,0.014973,0,0.285457,0,0,0,0.01698,0,0,0,0
6587,42.361073,-71.08651,6.592809787,1,4.973964564,4.207975071,6.73783032,5.395884081,0,0,0,0,0,0.290555,0,0.101941,0,0,0,0,0.010152,0,0,0.005773,0,0,0,0,2.00E-05,0,0.0125,0,0.225,0,0.060125,0,0.206961,0,0,0.000176,0.038781,0,0.04677,0,0
6588,42.361073,-71.087631,5.532591702,1,4.253311282,5.888683709,6.92535965,6.255647156,0,0,0,0,0,0.375441,0,0.07134,0,0,0,0,0.026812,0.002676,0,0.001527,0,0,0,0,0,0,0.01352,0,0.235535,0,0.074328,0.008746,0.13952,0,0,0,0.036809,0,0.000176,0,0
6589,42.361073,-71.088387,5.484549362,1,4.275646919,3.665531767,5.575723003,5.099548815,0.005703,0,0,0,0,0.25973,0,0.00525,0,0,0,0,0,0,0,0.000809,0,0,0,0,0,0,0.003926,0,0.347277,0,0.094293,0.000258,0.222684,0,0,0,0.057398,0,0,0,0
6590,42.361073,-71.08876,5.580738511,1,3.855478361,4.695308442,6.461727169,5.410148308,0.002051,0,0,0,0,0.33,0,0.017164,0,0,0,0,0,0.007055,0,0,0,0,0.000191,0,0.000832,0,0,0,0.323453,0,0.110816,0,0.196434,0,0,0.005512,0.004492,0,0,0,0
6594,42.361073,-71.094017,7.189473191,1,6.399689447,6.155577356,6.323783772,5.347403142,0,0,0,0,0,0.46425,0,0.003477,0,0,0,0,0,0,0,0,0,0,0,0,0.000902,0,0,0,0.318203,0,0.06523,0.023559,0.122703,0,0,0,0,0,0,0,0
6596,42.361073,-71.095139,5.566111702,1,6.080232785,6.26983669,5.086810774,6.119647363,0,0,0,0,0,0.237289,0,0.094125,0,0,0,0,0,0.017082,0,0,0,0,0,0,0.000828,0,0.001391,0,0.317508,0,0,0.000133,0.121355,0,0,0,0.19441,0,0.007086,0,0
6597,42.361073,-71.095512,3.799352128,1,4.155642433,3.9485833,6.733367772,5.034373049,0,0,0,0,0,0.273605,0,0.044797,0,0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0.017145,0,0.199871,0,0.13768,0.00016,0.246047,0,0,0.002738,0.021453,0,0.011219,0,0
6598,42.361073,-71.096268,5.465225957,1,5.263964452,5.105026257,6.856414755,5.963869693,0,0,0,0,0,0.335277,0,0.080418,0,0,0,0,0,0.003938,0,0,0,0,0,0,0.00259,0,0,0,0.311758,0,0.014539,0.000145,0.136598,0,0,0,0.09418,0.020559,0,0,0
6599,42.361073,-71.096642,5.708055319,1,2.970989138,3.886837094,5.998819387,5.01619613,0,0,0.007578,0,0,0.302113,0,0.047336,0,0,0,0,0,0,0,0,0,0,0.001273,0,1.60E-05,0,0.00216,0,0.37216,0,0.017293,0.001504,0.22675,0,0,0.004805,0.016816,0,9.40E-05,0,0
6600,42.361073,-71.097389,5.653551064,1,3.687881967,5.079923827,6.040823744,5.445262888,0,0,0.000262,0,0,0.350004,0,0.090465,0,0,0,0,0,0,0,0,0,0,0.002055,0,0.000578,0,0,0,0.329324,0,0.010559,0,0.199703,0,0,0,0.016965,0,0,0,0
6602,42.361073,-71.098518,4.69956617,1,6.728381522,6.221651567,5.854053661,4.768986639,0,0,0,0,0,0.55148,0,0.064668,0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0.242738,0,0.010301,0.000363,0.046852,0,0,0,0,0,0.022984,0,0.031594
6605,42.361073,-71.100021,5.665764894,1,7.009356333,5.899647989,5.76997756,5.383288924,0,0,0,0,0,0.545488,0,0.000676,0,0,0,0,0,0,0,0,0,0,0,0,0.003527,0,0,0,0.197,0,0.155129,0.000422,0.064039,0,0,0.005152,0.018535,0,0,0,0
6607,42.361073,-71.101143,6.586335745,1,7.111011895,6.30359513,5.979602257,5.233968184,0.004152,0,0,0,0,0.431738,0,0.013531,0,0.00032,0,0,0.002676,0,0,0,0,0,0,0,0,0,0.027215,0,0.0005,0,0.254988,0,0.039668,0,0,0,0.10625,0,0,0,0
6609,42.361073,-71.102272,5.528194681,1,7.922653895,6.461134514,6.819624046,5.905932277,0,0,0,0,0,0.472777,0,0.033035,0,0,0,0,0,0.07998,0,0.003301,0,0,0,0,0,0,0.003773,0,0.133246,0,0.111973,0.002258,0.055,0,0,0,0.087434,0,0,0,0
6610,42.361073,-71.10302,5.730446809,1,5.353658183,6.271567892,5.490227392,5.867884815,0.000105,0,0,0,0,0.437133,0,0.002715,0,0,0,0,0,0.147656,0,0,0,0,0,0,0,0,0.003547,0,0.214219,0,0,0,0.116367,0,0,0,0.07407,0,0,0,0
6612,42.361073,-71.104149,7.193038298,1,6.000351297,4.540365861,6.589692223,6.216619849,0,0,5.10E-05,0,0,0.055152,0,0.03034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405199,0,0.004965,0,0.254895,0,0,0,0.249398,0,0,0,0
6613,42.361073,-71.104523,6.391235532,1,6.887061497,6.324658088,6.716549642,5.894960937,0,0,0,0,0,0.17859,0,0.179898,0,0,0,0,0,0.091844,0,0,0,0,0,0,0,0,0,0,0.135523,0,0.009266,0,0.095457,0,0,0,0.291535,0,0,0,0
6614,42.361073,-71.10527,6.360690851,1,6.726741555,7.557273934,5.879913834,6.964839142,0.001117,0,0,0,0,0.042176,0,0.153176,0,0,0,0,0,0.001859,0,0,0,0,0,0,0,0,0,0,0.178383,0,0.021102,0,0.031039,0,0,0,0.533332,0,0.037816,0,0
6615,42.361073,-71.105644,7.178392128,1,5.840796608,5.930521092,6.164999702,6.061120201,0,0,0,0,0,0.249449,0,0.044309,0,0,0,0,0.004797,0.024676,0,0.000176,0,0,0,0,0,0,0.028316,0,0.22425,0,0.066125,0,0.138449,0,0,0,0.200387,0,0.019066,0,0
6616,42.361073,-71.1064,6.447200426,1,7.282267789,5.636216746,6.469537492,6.613929021,0,0,0,0,0,0.060621,0,0.013797,0,0,0,0,0.000105,0.011996,0,0.000125,0,0,0,0,0,0,0.004539,0,0.370855,0,0.063609,4.70E-05,0.108715,0,0,0,0.364047,0,0.00132,0,0
6617,42.361073,-71.106773,7.034288298,1,7.749039889,7.4147383,7.178856063,6.429940116,0,0,0,0,0,0.128121,0,0.003199,0,0,0,0,0,0.065121,0,0,0,0,0,0,0,0,0.005559,0,0.232344,0,0.092477,0.000539,0.044719,0,0,0,0.424316,0,0,0,0
6618,42.361073,-71.107529,7.57793383,1,6.655322959,6.611749091,5.679327672,6.154086009,0,0,0,0,0,0.156816,0,0.137383,0,0,0,0,0.058781,0.019145,0,0.000113,0,0,0,0,0,0,0,0.011992,0.156895,0,0.00573,0.000641,0.094992,0,0,0,0.355199,0,0.002086,0,0
6621,42.361073,-71.109024,6.63831383,1,6.626206602,6.036990017,6.569580085,6.16431476,0,0,0,0,0,0.293277,0,0.022105,0,0,0,0,0,0.018504,0,0,0,0,0,0,0.001531,0,0.064191,0.004555,0.27075,0,0.06473,0.000867,0.082125,0,0,0,0.177363,0,0,0,0
6623,42.361073,-71.110153,6.903681702,1,5.433694721,5.969761671,5.887626824,6.089874329,0.005309,0,0,0,0,0.257074,0,0.01984,0,0,0,0,0.038887,0.013754,0,0.007777,0,0,0,0,0,0,0.062863,0,0.202508,0,0.016016,0,0.147129,0,0,0,0.219281,0,0.00557,0,0
6624,42.361073,-71.110901,7.798216809,1,6.838390973,7.393963875,5.521543946,4.77187487,0,0,0,0,0,0.369344,0,0.087062,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0.055586,0,0.126844,0,0.100555,0,0.025859,0,0,0,0.204375,0,0.030074,0,0
6627,42.361073,-71.112404,7.420254468,1,5.521531094,5.496277916,6.949734497,6.209995201,0,0,0,0,0,0.106543,0,0.092566,0,0,0,0,0,0.005141,0,0.069219,0,0,0,0,0,0,0.035324,0.051156,0.119242,0,0.052371,0.002332,0.211742,0,0,5.90E-05,0.249746,0,0.004559,0,0
6629,42.361073,-71.113525,5.047946383,1,5.214738697,6.453055571,5.483067067,5.869628141,0,1.60E-05,0,0,0,0.268648,0,0.051395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023188,0,0.225402,0,0.084195,0.002062,0.159344,0,0,0,0.184867,0,0,0,0
6630,42.361073,-71.115402,7.306108723,1,5.889959821,5.997749437,4.85468386,6.73043396,0,0,0,0,0,0.245938,0,0.025004,0,0,0,0,0.032195,0.079117,0,0.096164,0,0,0,0,0,0,0.070234,0,0.039395,0,0.070168,0.002055,0.20616,0,0,0,0.094555,0,0.039016,0,0
6632,42.361073,-71.116531,4.174104681,1,5.577757155,4.335795487,4.917537206,5.821524473,0,0,0,0,0,0.081184,0,0,0,0,0,0,0.002461,8.60E-05,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.371648,0,0,0,0.041375,0,0.007777,0.495438,0
6633,42.361073,-71.116905,4.403407234,1,5.577757155,4.335795487,4.917537206,5.821524473,0,0,0,0,0,0.081184,0,0,0,0,0,0,0.002461,8.60E-05,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.371648,0,0,0,0.041375,0,0.007777,0.495438,0
6635,42.361073,-71.118034,5.121688936,1,3.371786799,3.838074903,5.137782104,5.42211024,0,0,0,0,0,0.110379,0,0.086605,0,0,0,0,0.01348,0.042156,0,0,0,0,0,0,0.000664,0,0,0,0.232562,0,0,0.001508,0.407395,0,0,0.00041,0.05034,0,0.0545,0,0
6639,42.361401,-71.05217,6.726924468,1,6.984490511,6.15355762,6.618257354,6.234135874,0,0,0,0,0.000156,0.094297,0,0.00841,0,0,0.00248,0,0,0,0,0.287367,0,0,0,0,0,0,0.025688,0,0.15007,0,0,0,0.11818,0,0,0.003238,0.306863,0,0,0,0
6641,42.361401,-71.053299,6.284185319,1,4.832274795,5.255640833,5.744281684,6.279085663,0.005453,0,0,0,0.000227,0.232078,0,0.005414,0,0,0,0,0,0.013336,0,0.000184,0,0,0,0,0,0,0.005438,0,0.262344,0,0.139043,0,0.159043,0,0,0,0.172898,0,0.002207,0,0
6642,42.361401,-71.054047,3.210721915,1,3.741012752,2.626810549,2.986780239,3.862300648,0,0,0,0,0,0,0,0.006035,0.370695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374188,0,0,0,0.032281,0,0,0,0,0,0.204367,0,0
6643,42.361401,-71.05442,3.308449362,1,2.576212559,3.688037394,4.159220072,4.640725526,0,0,0,0,0,0.042832,0,0.000703,0,0,0,0,0,0.001754,0,0,0,0,0,0,0,0,0,0.000207,0.236461,0,0.007707,0.003109,0.280363,0,0,0.000105,0,0,0.426758,0,0
6644,42.361401,-71.055176,4.533839149,2,4.056103542,2.126204628,5.29525216,3.33459971,0,0,0,0,0,0.02584,0,0.004973,0,0,0,0,0,0.005168,0,0.016766,0,0,0,2.00E-05,0.028965,0,0.005754,0,0.361773,0,0.047516,0.005672,0.435688,0,0,0.00316,0.048504,0,0.004711,0,0
6645,42.361401,-71.05555,5.097930638,1,4.319457657,3.91799873,6.734682399,5.106592233,0,0.000445,0,0,0,0.298684,0,0.100703,0,0,0,0,0,0.006934,0,0,0,0,0,0,0.00357,0,0,0,0.232684,0,0.108219,0.002074,0.221297,0.001645,0,0.000582,0.018801,0,0.000328,0,0
6647,42.361401,-71.056679,6.101472766,1,7.156019997,5.963125397,5.009573607,4.017564832,0,0,0,0,0,0.672508,0,0.002691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160207,0,0.033055,0,0.081094,0,0,0.002133,0.035711,0,0,0,0
6648,42.361401,-71.057426,6.476420851,1,4.237069507,5.408275146,6.488605179,6.493520673,0,0,0,0,0,0.129695,0,0.123746,0,0,0,0,0,0.004039,0,0.00066,0,0,0,0,0,0,0.028441,0,0.226066,0,0.042051,0,0.24116,0,0,0.000297,0.167523,0.002891,0.005727,0,0
6651,42.361401,-71.060051,5.775878511,1,5.267011924,4.012060707,4.389612363,5.905855537,0,0,0,0,0,0.233996,0,0.110629,0,0,0,0,0,0,0,0.007074,0,0,0,0,0,0,0,0,0.307547,0,0.007512,0,0.220809,0,0,0.000898,0.110008,0,0.000121,0,0
6652,42.361401,-71.060806,5.873696383,1,7.03851865,5.751341682,6.512647848,6.112758116,0,0,0,0,0,0.321332,0,0.096266,0,0,0,0,0.003141,0.011504,0,0.004172,0,0,0,0,0.00073,0,0.000855,0,0.25727,0,0.04832,0,0.115629,0,0,0,0.119293,0,0.021383,0,0
6653,42.361401,-71.06118,6.007684043,1,7.046138632,6.498066824,5.816655676,4.632488599,0,0,0,0,0,0.228973,0,0.038172,0,0,0,0,0,0.006941,0,0.017312,0,0,0,0,0,0,0.018711,0,0.067703,0,0.191555,0.002836,0.081699,0,0,0.001289,0.285691,0,0.053578,0,0
6654,42.361401,-71.061928,7.412612979,1,5.039978888,4.958739685,5.251678893,6.271386163,0,0,0,0,0,0.123754,0,0.115133,0,0,0,0,0.013992,0,0,0.005148,0,0,0,0,0.014934,0,0,0,0.304137,0,0.001082,0,0.230059,0,0,0.000113,0.191199,0,0,0.000449,0
6656,42.361401,-71.063057,6.230912766,1,4.654222702,3.665531767,6.157106058,5.00800018,0.003898,0,0,0,0,0.245879,0,0.001895,0,0,0,0,0,0.00373,0,0,0,0,0,0,0.002094,0,0.029027,0,0.324965,0,0.070934,0.005203,0.244969,0,0,0.001344,0.049746,0,0.011496,0,0
6658,42.361401,-71.064178,6.367982553,1,6.214220241,6.087194876,5.393896876,6.291809319,0,0,0,0,0,0.039426,0,0.001988,0,0,0.015184,0,0.013383,0.00293,0,0,0,0,0,0,0,0,0.002312,0.03182,0.278387,0,0.10859,0,0.128242,0,0,0,0.365988,0,0.008949,0,0
6660,42.361401,-71.065308,6.288767447,1,3.326998506,3.718333429,6.832254955,4.916940696,0,0,0.053969,0,0,0.276285,0,0.023891,0,0,0,0,0,3.50E-05,0,0,0,0,0,0,0.000461,0,0,0,0.291039,0,0.069383,0.004887,0.254539,0,0,0,0.025512,0,0,0,0
6661,42.361401,-71.065681,6.503105532,1,4.117552836,4.126031508,6.355605205,5.151318907,0,0,0,0,0,0.346074,0,0.002633,0,0,0,0,0,0.004102,0,0,0,0,0,0,0.000191,0,0.003395,0,0.299516,0,0.109133,0,0.226715,0,0,0,0.001742,0,0,0,0
6662,42.361401,-71.066429,5.407955532,1,4.316911835,4.269144209,6.45403881,5.037864242,4.00E-06,0,0,0,0,0.338824,0,0.011543,0,0,0,0,0,0.000145,0,0,0,0,0,0,0.002098,0,0.000809,0,0.342508,0,0.04559,0.001949,0.23575,0,0,0.01307,0.005945,0,0,0,0
6663,42.361401,-71.066811,6.483474043,1,4.564448416,4.589993652,6.363770709,5.549377954,0,0.002371,0,0,0,0.37366,0,0.024016,0,0,0,0,0,0.018941,0,0,0,0,0,0,0,0,0,0,0.350512,0,0.039031,0,0.189766,0,0,0.000398,0.001305,0,0,0,0
6664,42.361401,-71.067558,6.111158511,1,6.729171884,6.146632812,4.514379009,6.378191171,0,0,0,0,0,0.073242,0,0.09366,0,0,0,0,0.017551,0.023293,0,0.003285,0,0,0,0,0.004871,0,0.016715,0,0.270828,0,0.002742,0,0.129266,0,0,0,0.363918,0,0,0,0
6665,42.361401,-71.067932,4.593635319,1,4.985030732,5.907149864,5.56647777,6.053311364,0,0,0,0,0,0.20348,0,0.119324,0,0,0,0,0,0,0,0.031129,0,0,0,0,0.001465,0,0.006594,0,0.216023,0,0.064621,0.00052,0.148074,0,0,0,0.197023,0.000391,0.003895,0,0
6667,42.361401,-71.069061,5.729378723,1,6.066721099,6.122973051,4.91497006,4.045179263,0,0,0,0,0,0.634145,0,0.000938,4.00E-06,0,0,0,0,0.078348,0,0,0,0,0,0,0,0,0,0,0.15407,0,0.017578,0,0.038066,0,0,0,0.026309,0,0.050543,0,0
6669,42.361401,-71.070183,6.528495319,1,7.5263738,6.515955912,6.000800607,5.551766531,0,0,0,0,0,0.506406,0,0,0,0,4.00E-06,0,0,0.00691,0,0.008203,0,0,0,0,0.000129,0,0,0.008105,0.261473,0,0.110793,0.000309,0,0,0,0,0.092527,0,0,0,0
6672,42.361401,-71.07206,5.132578936,1,5.598654415,4.402158232,5.107227061,5.802949399,0,0,0,0,0,0.212527,0,0.011727,0,0,0,0,0,0,0,0,0,0,0,0,0.01525,0,0.011762,0,0.228172,0,0.088453,0,0.265102,0,0,0.002289,0.106125,0,0.058531,0,0
6673,42.361401,-71.072433,5.800310426,1,3.00531484,4.096601073,4.917115917,5.187842011,0,0,0,0,0,0.103016,0,0.003809,0,0,0,0,0.000125,0.132707,0,0.000117,0,0,0,0,0,0,5.10E-05,0.003492,0.29425,0,0.000234,0,0.357051,0,0,0,0.023129,0,0.08202,0,0
6675,42.361401,-71.073563,5.67116234,1,3.105736762,3.383922904,4.422507208,3.733176935,0,0,0,0,0.003453,0.041781,0,0,0,0,0,0,0.028938,0.102027,0,0.00443,0,0,0,0,0,0,0,0.048125,0.254547,0,0.027258,0.000504,0.420898,0,0,0.001035,0.055555,0,0.011449,0,0
6676,42.361401,-71.07431,4.471120213,2,2.445736582,3.331121242,4.829992564,3.476455659,0.000281,0,0,0,0,0.041332,0,0.022242,0,0,0,0,0.000715,0.067598,0,0.005973,0,0,0,0,0.000867,0,0.000316,0.000121,0.223723,0,0.056035,0.010289,0.442207,0,0,0.00177,0.045445,0,0.058047,0.022145,0
6677,42.361401,-71.074692,4.269241489,1,3.473982471,3.05124358,4.251705863,4.055372731,0,0,0,0,0.007902,0.078395,0,0.001738,0,0,0,0,0.01823,0.053605,0,0.005496,0,0,0,0,0.004004,5.50E-05,0.000625,0.018477,0.245473,0,0,1.20E-05,0.447676,0,0,0,0.04809,0,0.031781,0.038426,0
6678,42.361401,-71.075439,4.723085106,1,3.495220335,3.566276184,2.456797356,3.681347204,0,0,0,0,0,0.056938,0,0.000445,0,0,0,0,0.055809,0.106566,0,0,0,0,0,0,0,0,0.000246,0,0.185316,0,0.000574,0.002992,0.441422,0,0,0,0.019555,0,0.095055,0.035082,0
6680,42.361401,-71.076561,4.974649362,2,2.016294536,2.80368169,2.237902454,3.828723818,0.000371,0,4.00E-06,0,0,0.027293,0,0.002738,0,0,0,0,0.09057,0.057273,0,0.008078,0,0,0.003219,0,0.008258,0,0,0.00018,0.150285,0,0.010555,0.004703,0.479172,0,0,0,0.001,0,0.108641,0.043152,0
6681,42.361401,-71.076942,4.794720213,2,1.609714524,2.91217035,1.990924212,3.417344359,0,0,0,0,0.010469,0.027602,0,0.002527,0,0,0,0,0.091898,0.136082,0,0,0,0,0,0,0,0.008902,0,0.004504,0.144289,0,0.018215,0,0.484305,0,0,0,0.01091,0,0.029828,0.030469,0
6682,42.361401,-71.07769,5.103401915,2,2.450961132,2.68192048,1.914440547,3.337559697,0,0,0,0,0,0.034598,0,0.001605,0,0,0,0,0.17548,0.104199,0,0,0,0,0,0,0,0,0,0,0.143328,0,0,0,0.486406,0,0,0,0.010273,0,0.008012,0.035707,0
