FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
1459,42.344498,-71.082565,6.308949149,1,7.669988855,5.844826591,5.923842628,5.994541664,0,0,0,0,0,0.310781,0,0.089516,0,0,0,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0,0.283352,0,0.04793,0,0.086105,0.001355,0,0,0.151637,0.003359,0,0,0
1461,42.344498,-71.083694,6.432704894,1,3.309900453,5.268047781,4.013480795,5.828650265,0,0,0,0,0,0.009957,0,0.040254,0,0,0,0,0,0.002539,0,0,0,0,0,0,0,0,0,0.021098,0.262234,0,0,0.011727,0.302215,0,0,0,0.181836,0,0.01398,0,0
1462,42.344498,-71.085945,6.750141702,1,5.10432317,4.800911766,6.963305165,5.994622934,0,0,0,0,0,0.182176,0,0.012355,0,0,0,0,0.001102,0.014301,0,0.011793,0,0,0,0,0.003676,0,0,0,0.37573,0,0.023887,0,0.17541,0,0,0.000496,0.184164,0.003574,0.003527,0,0
1464,42.344498,-71.087074,7.088300851,1,5.139887116,5.607074845,4.625607499,6.135270742,0,0.004105,0,0,0,0.243051,0,0.138855,0,0,0,0,0,0.011879,0,0.008922,0,0,0,0,0,0,0.004352,0,0.235895,0,0.009465,0,0.154492,0,0,0.000242,0.188742,0,0,0,0
1466,42.344498,-71.088196,6.376333404,1,6.642748237,6.120953315,5.342645372,4.203261082,0,0,0,0,0,0.582875,0,0.112422,0,0,0,0,0,0,0,0.005641,0,0,0,0,0,0,0.000887,0,0.178379,0,0.029891,0.000773,0.061109,0,0,0,0.026684,0,0,0,0
1467,42.344498,-71.088951,8.51448617,1,6.166616054,6.708407871,5.08029946,5.968088531,0,0,0,0,0,0.325738,0,0.09573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234,0,0.234332,0,0.060148,0,0.085973,0,0,0,0.195738,0,0,0,0
1468,42.344498,-71.089325,6.578225532,1,6.308261366,6.453055571,6.456003254,6.00594444,0,0,0,0,0,0.257883,0,0.11625,0,0,0,0,0.007227,0,0,0,0,0,0,0.001812,0,0,0,0,0.225484,0,0.03743,0.002781,0.09573,0,0,0,0.255402,0,0,0,0
1469,42.344498,-71.090073,4.931927234,1,4.522796941,5.433089042,6.222446971,5.457563391,0,0,0,0,0,0.419285,0,0.168301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001242,0,0.220066,0,0.006598,0,0.169285,0,0,0,0.015215,0,0,0,0
1471,42.344498,-71.091202,5.798067234,1,5.87196046,5.784811587,5.099421436,6.067322888,0,0,0,0,0,0.005141,0,0.015695,0,0,0,0,0.106547,0.006719,0,0.04625,0,0,0,0,0.000605,0,0.002473,0.002953,0.257953,0,0.008535,0.003395,0.220227,0,0,0,0.314441,0,0,0,0
1474,42.344498,-71.095703,4.759191064,1,6.828370482,6.218189163,5.624862541,4.627762084,0.002242,0,0,0,0,0.570715,0,0.083762,0,0,0,0,0,0.006918,0,0,0,0,0,0,0,0,0,0,0.263797,0,0.002195,0,0.068859,0,0,0,0,0,0,0,0
1475,42.344498,-71.096077,5.584452553,1,6.278341847,5.679208264,5.385094423,4.696824439,0.002043,0,0,0,0,0.531906,0,0.028805,0,0,0,0,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0.245781,0,0,1.20E-05,0.067152,0,0,0,0,0,0,0,0
1478,42.344498,-71.097954,6.270621702,1,3.553432546,4.770904264,6.275102063,5.443728464,0,0,0,0,0,0.357949,0,0.046301,0,0,0,0,0,2.30E-05,0,0,0,0,0,0,0.022527,0,0,0,0.356375,0,0.022828,0.000191,0.167238,0,0,0,0.02302,0,0,0,0
1480,42.344498,-71.099083,5.279892128,1,6.015678926,6.120953315,6.243490592,5.368555634,0,0,0,0,0,0.46882,0,0.020727,0,0,0,0,0.001,0.007133,0,0,0,0,0,0,0.000781,0,0,0,0.320887,0,0.022172,0.068004,0.062754,0,0,5.90E-05,0,0.004805,0.000176,0,0
1481,42.344498,-71.099457,5.386081064,1,5.259247292,5.865023948,6.477177563,5.598081317,0,0,0,0,0,0.431645,0,0.038754,0,0,0,0,0,0.005133,0,0,0,0,0,0,0.001844,0,0.000203,0,0.371527,0,0.006363,0.00143,0.124086,0,0,0,0.015691,0,0,0,0
1482,42.344498,-71.100204,4.942693404,1,6.221586718,6.155577356,6.219650107,5.306611311,0,0,0,0,0,0.466414,0,0.004566,0,0,0,0,0,0.007062,0,0,0,0,0,0,0.000512,0,0.000637,0,0.325973,0,0.046629,0.017758,0.111449,0,0,0.00643,0.009543,0,0,0,0
1483,42.344498,-71.100578,5.890261064,1,4.662165181,3.801719661,5.867668043,5.071787819,0.006668,7.00E-05,0,0,0,0.270629,0,0.010664,0,0,0,0,0,0.005828,0,0,0,0,0,0,0.001406,0,0.006508,0,0.302289,0,0.105711,0.000219,0.237254,0,0,0,0.052133,0,0,0,0
1484,42.344498,-71.101334,6.488904043,1,6.490081356,6.120953315,5.529174984,5.295206254,0,0,0,0,0,0.488203,0,0.105516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278543,0,0.012195,0.010508,0.097023,0,0,0.00209,0.003848,0,0,0,0
1485,42.344498,-71.101707,5.244324894,1,6.490876781,6.138553869,5.528406682,5.009743018,0,0,0.001941,0,0,0.48409,0,0.138688,0,0,0,0,0,0,0,0,0,0,0,0,0.001574,0,0,0,0.252922,0,0.001402,0.003629,0.087859,0,0,0,0.002098,0.025797,0,0,0
1486,42.344498,-71.103584,8.105083191,1,4.540227246,5.175717006,4.671740629,5.872946978,0,0,6.60E-05,0,0,0.048887,0,0.01325,0,0,0,0,0.015242,0.020082,0,0.07043,0,0,0.002418,0,0,0,0,0.002812,0.315855,0,0.012012,0.017977,0.281852,0,0,0,0.199117,0,0,0,0
1487,42.344498,-71.103958,4.779049149,1,3.508261805,3.799122858,5.117370763,4.774525601,0,0,0,0,0,0.063305,0,0.006406,0,0,0.000828,0,0.020172,0.006957,0,0.054172,0,0,0,0,0,0,0,0.008367,0.322996,0,0.000734,0.003578,0.388332,0,0,0.000582,0.103152,0,1.20E-05,0,0
1490,42.344498,-71.106209,6.452696809,1,6.516543515,6.066131918,3.825267822,6.441033672,0,0,0,0,0,0.000707,0,0.064086,0,0,0,0,0.01048,0.038262,0,0.00027,0,0,0,0,0,0,0.009434,0,0.333766,0,0.004699,0,0.139441,0,0,0,0.393078,0,0.005777,0,0
1491,42.344498,-71.106964,7.428329574,1,6.362490481,6.456517976,6.140450369,6.23204187,0,0,0,0,0,0.114273,0,0.088625,0,0,0,0,0,3.50E-05,0,0.05566,0,0,0,0,0,0,0.022438,0,0.161117,0,0.107801,0.000461,0.113293,0,0,4.00E-06,0.336293,0,0,0,0
1492,42.344498,-71.107338,6.289810851,1,6.831950582,7.066478158,4.933402764,6.549459602,0,0,0,0,0,0.040988,0,0.072301,0,0,0,0,0.034645,0.017074,0,0.042758,0,0,0,0,0,0,0.008574,0,0.172902,0,0.076195,0.023453,0.106703,0,0,0,0.395621,0,0.008785,0,0
1493,42.344498,-71.108086,7.681111277,1,7.159668417,7.150152923,6.751085982,6.592234514,0.016984,0,0,0,0,0.12084,0,0.083129,0,0,0,0,0,0.021008,0,0.005512,0,0,0,0,0,0,0.05782,0.000203,0.187969,0,0.047246,0,0.071461,0,0,0,0.382609,0,0,0,0
1495,42.344498,-71.109215,7.250374255,1,7.068684036,6.976167119,6.564428198,6.248427971,0,0,0,0,0,0.068156,0,0.00075,0,0,0,0,0.000203,0.025484,0,0.099859,0,0,0,0,0,0,0.00375,0,0.180441,0,0.121812,0,0.071223,0,0,2.00E-05,0.426008,0,0.001609,0,0
1497,42.344498,-71.110336,6.798547872,1,6.388437187,6.963760171,6.721961313,6.463488913,0,0,0,0,0,0.260719,0,0.002027,0,0,0,0,0,0,0,0.058988,0,0,0,0,0.000676,0,0.07159,0,0.180551,0,0.033656,0,0.09652,0,0,0,0.256793,0,0,0,0
1500,42.344498,-71.111839,6.438528936,1,6.601406101,6.404581915,5.775387829,6.392966156,0,0,0,0,0,0.090504,0,0.066293,0,0,0,0,0.103004,0.000355,0,0.004629,0,0,0,0,0,0,0.000152,0,0.225082,0,0.051656,0.000348,0.105832,0,0,5.10E-05,0.349328,0.00098,0,0,0
1501,42.344498,-71.112595,7.618311277,1,7.847806079,7.220266605,6.393774481,6.923844556,0,0,0,0,0,0.077141,0,0.020289,0,0,0,0,0.04691,0.039633,0,0.020273,0,0,0,0,0,0,0.004531,0,0.309074,0,0.01884,0,0.031211,0,0,0,0.429719,0,0,0,0
1503,42.344498,-71.113716,5.929554468,1,5.567550474,5.566968665,5.958868546,5.904073323,0.00084,0,0,0,0,8.60E-05,0,0.011875,0,0,0,0,0.00252,0.001352,0,0.053914,0,0,0,0,0,0,0.001141,0.016449,0.317098,0,0.07875,0.004156,0.167699,0,0,0,0.344082,0,3.90E-05,0,0
1504,42.344498,-71.11409,7.632536809,1,4.766575011,4.959028218,6.425246124,6.360161731,0,0,0,0,0,0.140496,0,0.094281,0,0,0,0,0,0.000785,0,0.000352,0,0,0,0,0,0,0.018371,0,0.32352,0,0.010973,0,0.192629,0,0,0,0.218594,0,0,0,0
1507,42.344498,-71.115967,6.858646383,1,6.282341877,7.709042645,6.696560444,5.84245101,0,1.60E-05,0,0,0,0.331926,0,0.009918,0,0,0,0,0.000688,0,0,0.050836,0,0,0,0,0,0,0.018484,0,0.255984,0,0.043617,0.001531,0.036355,0,0,0,0.222547,0,0,0,0
1509,42.344498,-71.117096,5.594827447,1,6.817398367,6.391020832,6.742108596,6.404096769,0,0,0,0,0,0.228551,0,0.000574,0,0,0,0,0,0,0,0.036062,0,0,0,0,0.000656,0,0.001199,0,0.251945,0,0.111059,0,0.078793,0,0,0,0.287152,0,0,0,0
1512,42.344498,-71.118591,4.805490638,1,4.887439303,5.948698713,6.76702179,6.235240738,0,0,0,0,0,0.232723,0,0.01175,0,0,0,0,0.012625,0,0,0.007402,0,0,0,0,5.50E-05,0,0.02973,0,0.22532,0,0.099492,0,0.173832,0,0,0,0.206785,0,0,0,0
1513,42.344498,-71.119347,7.449453617,1,5.897394794,5.864158347,5.48503966,6.331257319,0,0,0,0,0,0.23559,0,0.000652,0,0,0,0,0.002223,2.30E-05,0,0.01059,0,0,0,0,0,0,0.055598,0.007531,0.226105,0,0.10741,0.009277,0.104121,0,0,0,0.23557,0,0.000316,0,0
1521,42.344826,-71.05011,4.757123404,1,3.085933002,3.16521438,4.446410913,4.735306558,0,0,0,0,0,0.077082,0,0.021855,0,0,0,0,0.028402,0.025672,0,0.060594,0,0,0,0,0,0,0,0,0.345453,0,0,0.002805,0.423273,0,0,0.000742,0.006668,0,0,0,0
1523,42.344826,-71.051231,5.55797,1,3.063965911,4.259334064,6.004544726,5.126734979,0,0,0,0,0,0.357074,0,0.028461,0,0,0,0,5.90E-05,0.002234,0,0.000332,0,0,0,0,0,0,0,0,0.371008,0,0.00173,0,0.230492,0,0,0,0.004426,0.004184,0,0,0
1524,42.344826,-71.051605,4.590594043,1,3.217742017,3.580991402,5.791762423,4.844680271,0,0,0,0,0,0.285148,0,0.064805,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0.362176,0,0.001828,0,0.281402,0,0,2.00E-05,0.004609,0,0,0,0
1525,42.344826,-71.052361,6.005229149,1,5.778848923,4.993363725,5.9805844,6.019755417,0,0,0,0,0,0.239117,0,0.001742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106469,0,0.241598,0,0.084191,0,0.178594,0,0,0,0.148203,0,8.60E-05,0,0
1526,42.344826,-71.052734,6.066722766,1,5.027989097,4.55681228,6.106257667,5.665192645,0,0,0,0,0,0.318543,0,0,0,0,0,0,0,0.027445,0,0,0,0,0,0,0,0,0,0,0.319879,0,0.087105,0,0.177324,0,0,0,0.063355,0,0.006348,0,0
1529,42.344826,-71.056862,6.517618511,1,4.886330101,4.213745744,5.586772756,5.712331749,0,0,0,0,0,0.084824,0,0.092699,0,0,0,0,0.00116,0.004289,0,0.002906,0,0,0,0,0,0,0,0,0.363367,0,0.010727,0,0.339605,0,0,0.001438,0.098984,0,0,0,0
1530,42.344826,-71.057236,5.394996383,2,2.766028996,2.299901899,5.066598996,4.014646189,0,0,0,0,0,0.034508,0,0.019277,0,0,0,0,0,0.027234,0,0,0,0,0,0,0.000332,0,0,0,0.340844,0,0.089539,0,0.42832,0,0,0,0.051566,0,0.008379,0,0
1531,42.344826,-71.059486,5.106152979,2,2.720382566,2.43205032,4.209481035,2.479412748,0,0,0,0,0.139375,0.034578,0,0.000898,0,0,0,0,0.007105,0.01218,0,0,0,0,0,0,9.00E-05,0,0,0.004934,0.317996,0,0,0,0.463688,0,0,0,0.00207,0,0.006668,0,0
1532,42.344826,-71.060242,4.271631915,1,3.731135499,2.99382538,2.663753651,2.819936458,0,0,0,0,0,0,0,0,0.287484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398,0,0,0,0,0,0,0,0,0,0.692637,0,0
1533,42.344826,-71.060616,3.992989574,1,3.608860927,3.330832708,2.862987048,3.469159824,0,0,0,0,0.200727,0.021426,0,0.000578,0.039074,0,0,0,0.022672,0.004387,0,0,0,0,0,0,0.000355,0,0,0.000523,0.241477,0,0,0.003121,0.182383,0,0,9.40E-05,0,0,0.283184,0,0
1534,42.344826,-71.061363,4.135437872,1,2.600199809,4.331178949,5.488589494,5.666178737,0,0,0,0,0.005008,0.115395,0,0.157836,0,0,0,0,0.012387,0.008051,0,0,0,0,0,0.004168,0,0,0,0,0.271906,0,0,0,0.39975,0,0,1.20E-05,0,0.018594,0,0,0
1535,42.344826,-71.061745,4.51074766,1,4.64022708,4.419758786,5.76261094,5.990576556,0,0,0,0,0.078855,0.251918,0,0.128629,0,0,1.20E-05,0,0,0.010059,0,0,0,0,0.002051,0.000133,0.000285,0,0,0,0.162633,0,0.081594,0,0.18882,0,0,0,0,0,0.095012,0,0
1537,42.344826,-71.063995,5.24098383,1,4.793589714,4.700213515,5.549665374,5.621366196,0,0,0,0,0,0.367367,0,0.001629,0,0,0,0,0,0.056266,0,0,0,0,0,0,3.50E-05,0,0,0,0.336766,0,0.009902,0.022988,0.181039,0,0,0,0.010383,0,0.013617,0,0
1539,42.344826,-71.065117,6.266972128,1,4.152377667,4.256448727,5.418923931,5.938975373,0,8.00E-06,0,0,0,0.06232,0,0.000711,0,0,0,0,0.006727,0.005238,0,0.00041,0,0,0,0,0,0,0,0,0.220902,0,0,0,0.359355,0,0,0,0.102199,0,0,0,0
1542,42.344826,-71.066994,6.765465106,1,6.042862498,5.072421952,6.045867687,6.54685328,0,0,0,0,0,0.097453,0,0.077457,0,0,0,0,0,0.021582,0,0,0,0,0,0,0,0,0,0,0.296816,0,0.03493,0.006629,0.20677,0,0,0.000207,0.238422,0,0.013469,0,0
1543,42.344826,-71.067368,6.837844043,1,5.42643673,4.904495355,5.848146186,6.090887732,0,0,0,0,0,0.193008,0,0.066809,0,0,0,0,0,0,0,0.002988,0,0,0,0,8.00E-06,0,0,0,0.364961,0,0.002918,0,0.150297,0,0,0.000848,0.208469,0,0.006922,0,0
1544,42.344826,-71.068123,7.209227447,1,6.317836494,6.629638179,7.445911567,6.296270419,0,0,0,0,0,0.162297,0,0.009145,0,0,0,0,0,0.000105,0,0.036945,0,0,0,0,0,0,0.031488,0.001914,0.233148,0,0.13132,0.003434,0.07184,0,0,0.000129,0.318234,0,0,0,0
1545,42.344826,-71.068497,7.415348723,1,7.249922982,6.824686941,6.261344617,6.703357202,0,0,0,0,0,0.093008,0,0.00282,0,0,0,0,0.006582,0.111973,0,6.60E-05,0,0,0,0,0,0,0,0.009406,0.284695,0,0.06266,0,0.069129,0,0,0,0.35966,0,0,0,0
1548,42.344826,-71.070374,7.324109149,1,4.330125981,3.718333429,6.667544277,5.169262218,0,0.000621,0,0,0,0.267262,0,0.104477,0,0.00084,0,0,0,0.002742,0,0,0,0,0,0,0.000332,0,0.002211,0,0.279379,0,0.063852,0.005613,0.244375,0,0,0.00048,0.024328,0.000301,0.000375,0,0
1549,42.344826,-71.070747,7.351761277,1,3.228967725,3.301979341,5.762678683,5.154363598,0,0,0,0,0,0.225246,0,0.013668,0,0,0,0,0,0,0,0,0,0,0,0,0.003109,0,0.009488,0,0.33498,0,0.086184,0.00452,0.278102,0,0,0.00025,0.036848,0,0.002004,0,0
1550,42.344826,-71.071495,5.218612979,1,7.374777961,7.135726239,6.463876124,6.966717273,0,0,0,0,0,0.162602,0,0.066715,0,0,0,0,0,0.001547,0,0,0,0,0,0,0,0,0.005305,0,0.288309,0,0.049602,0,0.042727,0,0,0,0.366789,0,0,0,0
1551,42.344826,-71.071877,4.860490426,1,7.632574321,7.63085002,6.562540619,6.820916304,0,0,0,0,0,0.192812,0,0.098699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223953,0,0.079168,7.80E-05,0.029723,0,0,0.001152,0.373723,0,0,0,0
1552,42.344826,-71.072624,5.37152383,1,4.602271014,4.281551157,6.242461185,5.228387932,0,0,0,0,0,0.294703,0,0.067176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313301,0,0.026805,0.003199,0.224871,0,0,0.000766,0.06918,0,0,0,0
1553,42.344826,-71.072998,7.282641489,1,5.688687223,4.610768077,5.191556225,5.882980271,0,0,0,0,0,0.181469,0,0.08543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000629,0,0.317469,0,0.013719,0,0.266879,0,0,0.00425,0.123309,0,0,0,0
1556,42.344826,-71.074875,7.327744043,1,6.534402449,4.728201281,6.250333118,5.669526574,0,0,0,0,0,0.281727,0,0.076648,0,0,0,0,0,0.006812,0,0.008078,0,0,0,0,0.000293,0,0.007285,0,0.276633,0,0.034664,0,0.163094,0,0,0,0.110629,0,0,0,0
1557,42.344826,-71.075249,5.702187872,1,6.990077321,6.708407871,5.58900411,5.983424797,0,0,0,0,0,0.320363,0,0.097242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01416,0,0.228562,0,0.058207,0.005598,0.092777,0,0,0.000777,0.18073,0,0,0,0
1558,42.344826,-71.076004,6.857925532,1,6.748713099,6.766114606,5.750962479,6.082379032,0,0,0,0,0,0.175523,0,0.10548,0,0,0,0,0.027828,0.000816,0,0.00018,0,0,0,0,0,0,0.002438,0.017891,0.141062,0,0.09943,0,0.083277,0,0,0,0.338789,0,0.00109,0,0
1559,42.344826,-71.076378,5.967090638,1,5.177388115,4.975186104,6.912124475,5.674165533,0,0,0,0,0,0.164766,0,0.049238,0,0,0,0,0.001117,0,0,0,0,0,0,0,0.001387,0,0.005309,0,0.318133,0,0.051047,0.004664,0.196035,0,0,0.001836,0.196008,0,0.008039,0,0
1560,42.344826,-71.077126,5.174702128,1,7.462216561,7.135437705,5.856685794,5.223872565,0,0,0,0,0,0.31968,0,0.001805,0,0,0,0,0,0.026633,0,0,0,0,0,0,0,0,0.038785,0,0.173133,0,0.032887,0,0.016195,0,0,0,0.254961,0,0.065926,0,0
1564,42.344826,-71.079376,6.838596809,1,5.288950318,5.340469733,7.454720142,5.971788343,0,0,0,0,0,0.210277,0,0,0,0,0.000934,0,0,0,0,0.065125,0,0,0,0,4.30E-05,0,0.146145,0,0.14091,0,0.095051,0.026551,0.233418,0,0,0.000504,0.06909,0,0,0,0
1570,42.344826,-71.082756,4.399700638,1,5.664128306,3.567718853,5.301545374,5.074026182,0,0,0,0,0,0.247695,0,0.023324,0,0,0,0,0,0,0,0.002773,0,0,0,0,0,0,0,0,0.35725,0,0.039246,0.002047,0.201301,0,0,0,0.103395,0.022969,0,0,0
1573,42.344826,-71.084259,3.540858511,1,6.81670296,6.039009752,5.564726263,5.387777153,0,0,0,0,0,0.513465,0,0.002215,0,0,0,0,0,4.70E-05,0,0,0,0,0,0,0.001031,0,0.011746,0,0.224816,0,0.127348,0.00918,0.045414,0,0,0,0,0,0.064738,0,0
1574,42.344826,-71.085007,5.518617447,1,7.39727823,6.6195395,6.185042516,4.889332985,0,0,0,0,0,0.515676,0,0.08641,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-06,0,0.008645,0,0.149711,0,0.077617,0.00468,0.010227,0,0,0.018156,0.125137,0,0.000113,0,0
1575,42.344826,-71.085381,3.877868723,1,6.49968199,6.258295343,5.667711468,5.828163957,0,0,0,0,0,0.091098,0,4.00E-06,0,0,0,0,0,0.004371,0,0.14775,0,0,0,0,0.003184,0,0,0,0.14784,0,0.159469,0,0.13548,0,0,0,0.305848,0,0.002066,0,0
1580,42.344826,-71.088387,6.017462128,1,7.341249417,6.455363841,5.294361788,4.289493681,0.001906,0,0,0,0,0.631227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261195,0,0,0.017051,0,0,0,0,0,0,0,0,0
1581,42.344826,-71.08876,5.623673404,1,7.341249417,6.455363841,5.294361788,4.289493681,0.001906,0,0,0,0,0.631227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261195,0,0,0.017051,0,0,0,0,0,0,0,0,0
1582,42.344826,-71.089508,7.345885745,1,5.490269157,4.797449362,6.166260228,5.644829116,0,0,0,0,0,0.427516,0,0.012246,0,0,0,0,0,0.005301,0,0,0,0,0,0,0.001832,0,0.023223,0.007969,0.216945,0,0.035711,0.000117,0.185301,0,0,2.70E-05,0.018441,0.038113,0,0,0
1583,42.344826,-71.08989,6.342064043,1,6.787050792,6.60770962,5.314904357,5.945265752,0,0,0,0,0,0.465703,0,0.004426,0,0,0,0,0,0.019898,0,4.00E-06,0,0,0,0,0,0,0.007871,0,0.151453,0,0.001004,0.006223,0.199883,0,0,0,0.110984,0,0.001027,0,0
1584,42.344826,-71.090637,6.285035957,1,5.986181358,5.666801316,6.518912584,6.134650256,0,0,0,0,0,0.072859,0,0.016746,0,0,0,0,0.061074,0,0,0.064445,0,0,0,0,0,0,0.002027,0,0.284773,0,0.000316,0.00118,0.186055,0,0,0,0.310523,0,0,0,0
1585,42.344826,-71.091011,6.798465745,1,6.593886563,5.747879278,5.324474404,6.338430383,0,0,0,0,0,0.07293,0,0.003074,0,0,0,0,0.052176,0,0,0.051039,0,0,0,0,0,0,0.000242,0,0.277598,0,0.003316,0,0.131086,0,0,0,0.356711,0,0,0,0
1586,42.344826,-71.094017,5.890994468,1,6.743193632,6.666281955,6.12359202,6.115933073,0,0,0,0,0,0.027504,0,0.003,0,0,0,0,0.108398,0,0,0.090621,0,0,0,0,0.007523,0,0,0,0.218789,0,0,5.50E-05,0.159953,0,0,4.70E-05,0.359867,0,0,0,0
1591,42.344826,-71.096642,5.807719149,1,4.258313735,4.281551157,6.293110827,5.172881205,0,0,0,0,0,0.275594,0,0.097418,0,0,0,0,0,0.008727,0,0.001285,0,0,0,0,2.70E-05,0,0.003453,0.004895,0.318566,0,0.017387,0,0.210398,0,0,0,0.06225,0,0,0,0
1592,42.344826,-71.097389,7.120329574,1,5.05757475,5.836747648,6.659989428,5.668276328,0,0.000176,0,0,0,0.430117,0,0.168879,0,0,0,0,0,0,0,0,0,0,0,0,5.10E-05,0,0,0,0.249078,0,0.013312,0,0.103043,0,0,0,0.03525,0,0,0,0
1594,42.344826,-71.098518,5.794545532,1,3.658284477,3.901552311,5.23146667,5.102433125,0,0.002406,0,0,0,0.257012,0,0.05673,0,0,0,0,0,0.077844,0,0,0,0,0,0,0.000203,0,0,0,0.306133,0,0.017879,0.003508,0.260453,0,0,0.000309,0.01752,0,0,0,0
1598,42.344826,-71.100769,6.021984894,1,5.720441953,5.586588955,5.782318565,6.309611037,0,0,0,0,0,0.312965,0,0.034301,0,0,0,0,0,0,0,0.011355,0,0,0,0,0.000375,0,0.035457,0,0.202844,0,0.136844,0.001109,0.175738,0,0,0.00025,0.087188,0,0.000223,0,0
1599,42.344826,-71.101143,5.490093191,1,5.051216755,4.382537942,4.817881289,5.701175545,0,0,0,0,0,0.199,0,0.035309,0,0,0.007336,0,0,0,0,0,0,0,0,0,0.002758,0,0,0,0.321703,0,0.069289,0.017961,0.216957,0,0,0.000141,0.105195,0,0,0,0
1601,42.344826,-71.104523,7.189615957,1,3.938774048,5.555138785,5.293034714,5.851484331,0,0,0,0,0,0.028973,0,0.023207,0,0,0,0,0.031066,0.002004,0,0.028031,0,0,0,0,0,0,0,0,0.325641,0,0.045414,0.001176,0.318516,0,0,0,0.193062,0,0.002898,0,0
1603,42.344826,-71.105644,4.269600426,1,6.46195011,5.861850078,5.167052594,4.642009971,0,0,0,0,0,0.549605,0,0.066664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004043,0,0.16843,0,0.058633,0,0.1525,0,0,0,0,0,0.000125,0,0
1605,42.344826,-71.106773,6.500733617,1,7.56087563,6.796410641,6.502597175,6.458280948,0,0,0,0,0,0.107605,0,0.018961,0,0,0,0,0.001234,0.019773,0,0,0,0,0,0,0,0,0.010918,0.000777,0.232141,0,0.115059,0,0.096789,0,0,0,0.38793,0,0.007438,0,0
1606,42.344826,-71.107529,6.871631702,1,7.050960311,7.228922615,6.510037422,6.489553039,0,0,0,0,0,0.12609,0,0.031152,0,0,0,0,0.021645,0.002543,0,0,0,0,0,0,2.30E-05,0,0.006309,0,0.231805,0,0.008332,7.40E-05,0.053863,0,0,0,0.376656,0.141148,0,0,0
1607,42.344826,-71.107903,6.121705745,1,5.266180936,5.263142709,6.592693384,6.305365006,0,0,0,0,0,0.198828,0,0.030695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061375,0,0.206504,0,0.101383,0.006137,0.209453,0,0,0,0.155863,0,0.027793,0,0
1608,42.344826,-71.10865,8.162985532,1,6.168894776,6.263777483,6.178587241,5.907812421,0.001945,0,0,0,0,0.244098,0,0.088457,0,0,0,0,0,0.005883,0,0.000699,0,0,0,0,0.003156,0,0.021914,0.00175,0.154176,0,0.108734,0,0.099074,0,0,0,0.270043,0,7.00E-05,0,0
1609,42.344826,-71.109024,6.084640213,1,6.876099994,7.388770269,6.38449496,6.547450176,0,0,0,0,0,0.26523,0,0.001398,0,0,0,0,0.018047,0,0,0.01491,0,0,0,0,0,0,0.018465,0,0.197539,0,0.099602,0,0.060645,0,0,0,0.322551,0,0,0,0
1611,42.344826,-71.110153,8.229636383,1,7.440704916,7.228922615,6.300551938,6.727203588,0,0,0,0,0,0.114047,0,0.03759,0,0,0,0,0.033652,0.064836,0,0.049004,0,0,0.006332,0,0,0,0.00225,0,0.240801,0,0.026484,0,0.051906,0,0,0,0.372855,0,0,0,0
1613,42.344826,-71.111275,5.96921383,1,5.387631808,4.610768077,5.33416587,5.988636746,0,0,0,0,0,0.20482,0,0.091867,0,0,0,0,0,0.003348,0,0.00075,0,0,0,0,0.000898,0,0.001016,0,0.24932,0,0.068168,0.002031,0.261676,0,0,0.000547,0.104078,0,0,0,0
1614,42.344826,-71.11203,5.787510213,1,5.890976523,5.150037509,4.957404732,6.067877978,0,0,0,0,0,0.024012,0,0.008234,0,0,0,0,0.00025,0.009117,0,0,0,0,0,0,0.000414,0,0.000516,0.003668,0.386633,0,0.022527,0.000617,0.270688,0,0,0,0.259367,0,0.013957,0,0
1615,42.344826,-71.112404,6.529991064,1,5.883515909,5.028564834,5.935940316,6.161612682,0,0,0,0,0,0.045375,0,0.061234,0,0,0,0,0.000129,0.006438,0,0.000328,0,0,0,0,0,0,0.019348,0,0.346051,0,0.015176,0,0.250375,0,0,0,0.241242,0.007938,0.001945,0,0
